{'position': {'x': 3355.487305, 'y': 139.992676, 'z': -2991.549316}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3675.461914, 'y': 150.375031, 'z': -3059.396484}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3313.912354, 'y': 140.12709, 'z': -2997.798828}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3624.835449, 'y': 150.003052, 'z': -3213.612305}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3841.866699, 'y': 156.591217, 'z': -2864.944336}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3811.423584, 'y': 163.738022, 'z': -2767.239258}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3877.617432, 'y': 99.487122, 'z': -2669.057373}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3794.5, 'y': 163.539139, 'z': -2766.090332}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4503.067383, 'y': 96.066299, 'z': -3137.631104}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3747.853271, 'y': 164.131699, 'z': -2885.166748}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3801.116211, 'y': 148.737366, 'z': -3135.616455}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3815.949463, 'y': 102.550087, 'z': -2670.032227}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3595.509277, 'y': 139.185852, 'z': -2839.65918}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3684.937988, 'y': 150.003052, 'z': -3119.376221}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3621.41333, 'y': 145.206772, 'z': -2900.945313}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3503.699707, 'y': 150.215912, 'z': -3005.000244}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3865.645996, 'y': 136.884476, 'z': -2788.629639}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3433.20459, 'y': 150.057434, 'z': -3033.912109}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3320.851807, 'y': 121.830696, 'z': -2775.660156}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3714.412842, 'y': 130.012817, 'z': -3356.924561}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4046.842773, 'y': 164.572266, 'z': -3124.870605}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3350.202148, 'y': 129.447464, 'z': -2810.214844}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3259.388428, 'y': 139.992676, 'z': -2939.11084}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3300.087402, 'y': 146.421112, 'z': -3027.680176}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3928.634766, 'y': 144.997864, 'z': -3208.794189}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3707.814453, 'y': 150.051147, 'z': -3178.260498}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3729.337891, 'y': 150.003052, 'z': -3225.82959}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3225.866699, 'y': 144.997864, 'z': -2918.645508}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3898.994873, 'y': 150.003052, 'z': -3239.974121}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3940.05542, 'y': 100.206779, 'z': -2685.039063}, 'level_range': {'x': 22.0, 'y': 24.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3801.23877, 'y': 161.754242, 'z': -2852.5}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4023.529053, 'y': 114.997253, 'z': -3080.31543}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3367.798828, 'y': 149.639572, 'z': -3111.753174}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3761.77417, 'y': 160.447571, 'z': -2788.087158}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3254.703369, 'y': 139.992676, 'z': -2942.809326}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3364.841309, 'y': 149.606308, 'z': -3110.630371}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3683.13916, 'y': 141.084869, 'z': -3416.464111}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3537.204346, 'y': 150.003052, 'z': -3313.572754}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3573.005127, 'y': 148.594452, 'z': -2801.509521}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3303.106445, 'y': 134.987488, 'z': -2972.384277}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3362.006836, 'y': 150.515259, 'z': -2812.419434}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'doro', 'area_no': 14}
{'position': {'x': 3695.258789, 'y': 150.003052, 'z': -3225.204102}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3871.86499, 'y': 150.003052, 'z': -3024.210938}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3766.282471, 'y': 163.641113, 'z': -2943.931396}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3343.943359, 'y': 120.002441, 'z': -2788.404297}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3697.602783, 'y': 140.12677, 'z': -3360.075684}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3214.421387, 'y': 145.110718, 'z': -2928.349609}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3264.485107, 'y': 150.033569, 'z': -2815.994873}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'town', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3334.733887, 'y': 144.997864, 'z': -2886.029785}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3650.741943, 'y': 144.997864, 'z': -2910.74292}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3588.427246, 'y': 140.053726, 'z': -2824.939453}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3627.246582, 'y': 149.867661, 'z': -3249.129883}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4234.345703, 'y': 114.497765, 'z': -2923.031738}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3764.617188, 'y': 150.003052, 'z': -3297.605713}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3913.858887, 'y': 150.176712, 'z': -3256.238037}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3811.387695, 'y': 150.003052, 'z': -3064.544189}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3992.62085, 'y': 155.254074, 'z': -3229.888428}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3653.814941, 'y': 144.997894, 'z': -3266.89624}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3737.492188, 'y': 155.281174, 'z': -2918.739258}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3884.496826, 'y': 151.620407, 'z': -2857.839111}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3361.87207, 'y': 144.997864, 'z': -2933.718506}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3905.98584, 'y': 150.064102, 'z': -3008.754883}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3906.577881, 'y': 150.29985, 'z': -2973.061523}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3885.955078, 'y': 99.647354, 'z': -2659.434814}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3323.358398, 'y': 120.784492, 'z': -2766.149902}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4505.780273, 'y': 115.168694, 'z': -3077.892334}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'shiba_kare', 'area_no': 14}
{'position': {'x': 3902.859131, 'y': 150.016296, 'z': -3172.104004}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4382.151855, 'y': 104.986877, 'z': -3117.226318}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3514.894287, 'y': 149.97319, 'z': -3187.746582}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3863.3479, 'y': 150.55864, 'z': -3250.747803}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3307.144043, 'y': 150.003052, 'z': -2894.518555}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3536.529053, 'y': 140.326523, 'z': -3107.212646}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4002.398193, 'y': 152.070755, 'z': -3243.101074}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4095.10083, 'y': 136.666061, 'z': -2954.847412}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3902.20752, 'y': 150.186172, 'z': -2980.47876}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3724.911865, 'y': 150.252701, 'z': -3384.734375}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3863.036133, 'y': 150.003052, 'z': -3217.743164}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3341.499512, 'y': 150.003052, 'z': -3084.701416}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3994.112305, 'y': 125.003159, 'z': -2964.991211}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3676.922363, 'y': 149.764038, 'z': -2866.098633}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3436.56543, 'y': 150.033569, 'z': -2774.554932}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3645.39917, 'y': 150.09462, 'z': -3112.571289}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3248.753418, 'y': 150.652466, 'z': -2867.056396}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3448.381104, 'y': 149.959396, 'z': -3156.518799}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4364.69873, 'y': 27.0, 'z': -2868.720947}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3581.473389, 'y': 150.003052, 'z': -3371.89917}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4329.34375, 'y': 100.700516, 'z': -2896.005859}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3957.171631, 'y': 150.093552, 'z': -3097.574219}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4124.070313, 'y': 136.666061, 'z': -3050.297119}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3989.101807, 'y': 114.997253, 'z': -3064.072754}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3348.036865, 'y': 150.003052, 'z': -3086.979248}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3423.776367, 'y': 155.660385, 'z': -2830.624268}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3385.94458, 'y': 150.576782, 'z': -2825.718018}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'shiba', 'area_no': 14}
{'position': {'x': 3660.626465, 'y': 130.012817, 'z': -3341.889893}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3754.154541, 'y': 164.141144, 'z': -2979.472412}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3430.906738, 'y': 150.003052, 'z': -3097.901855}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3664.351318, 'y': 169.938248, 'z': -3027.137451}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4201.925781, 'y': 110.362755, 'z': -2987.369873}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3290.333496, 'y': 139.983459, 'z': -2937.700439}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3852.893555, 'y': 150.003052, 'z': -3042.136963}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4088.952881, 'y': 164.989883, 'z': -3191.952637}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4612.360352, 'y': 27.0, 'z': -3106.141602}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3311.703369, 'y': 150.03743, 'z': -2847.532715}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4427.833496, 'y': 95.851318, 'z': -3012.466553}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3739.491455, 'y': 150.766495, 'z': -3277.670898}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3461.045166, 'y': 150.071915, 'z': -3024.164307}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3472.937744, 'y': 139.992676, 'z': -3172.137207}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3583.792725, 'y': 150.003052, 'z': -3273.046631}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4329.832031, 'y': 115.294891, 'z': -3025.304199}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4282.868652, 'y': 111.079544, 'z': -3186.502441}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 4459.428223, 'y': 100.666092, 'z': -3137.851074}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4296.515137, 'y': 132.018326, 'z': -3127.445557}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3293.068848, 'y': 150.045502, 'z': -2699.319336}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3519.092529, 'y': 151.571594, 'z': -3302.395508}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3749.092529, 'y': 156.56282, 'z': -2806.516846}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3120.424561, 'y': 163.701019, 'z': -2895.125}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3185.99707, 'y': 150.003052, 'z': -2892.411621}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'town', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3591.686279, 'y': 150.423874, 'z': -3178.300293}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3664.609619, 'y': 149.960098, 'z': -2895.641846}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 14}
{'position': {'x': 3478.686035, 'y': 150.003052, 'z': -3009.06665}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4148.522461, 'y': 144.997894, 'z': -3214.459961}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3682.36499, 'y': 150.12677, 'z': -3274.678955}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 14}
{'position': {'x': 3875.539307, 'y': 151.586914, 'z': -2826.814697}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3586.348145, 'y': 150.186172, 'z': -3108.938477}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3607.966553, 'y': 150.476212, 'z': -3091.781982}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3740.785645, 'y': 157.339478, 'z': -3079.421143}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3739.421143, 'y': 150.003052, 'z': -3369.408447}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3239.62793, 'y': 145.18544, 'z': -2927.429688}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3711.977051, 'y': 144.997894, 'z': -3251.996582}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3690.434082, 'y': 150.597107, 'z': -3444.822754}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3833.630371, 'y': 150.003052, 'z': -3066.615479}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3901.295166, 'y': 151.196671, 'z': -3129.012207}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3842.753906, 'y': 157.192688, 'z': -2849.374512}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3656.080566, 'y': 130.012817, 'z': -3380.28833}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4271.404785, 'y': 131.705475, 'z': -2967.093994}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3657.983398, 'y': 130.012817, 'z': -3360.734619}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3614.285645, 'y': 150.003052, 'z': -2752.984131}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4124.196777, 'y': 151.958588, 'z': -3115.19458}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3537.688477, 'y': 150.04599, 'z': -2764.115234}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3917.246338, 'y': 99.957199, 'z': -2676.916016}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4060.887695, 'y': 158.984833, 'z': -3110.491943}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3814.269287, 'y': 150.226868, 'z': -3226.670898}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3919.350098, 'y': 150.003052, 'z': -3181.892578}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3486.213135, 'y': 172.022552, 'z': -2939.838379}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3943.696777, 'y': 100.012207, 'z': -2779.238281}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3882.490723, 'y': 150.326248, 'z': -2890.359375}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3907.878418, 'y': 150.048523, 'z': -2907.183105}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
