{'position': {'x': 277.885834, 'y': 27.0, 'z': -2003.122803}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 350.082458, 'y': 27.0, 'z': -1948.778564}, 'level_range': {'x': 18.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 528.671204, 'y': 27.0, 'z': -1461.25354}, 'level_range': {'x': 18.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 495.813477, 'y': 27.0, 'z': -1675.046875}, 'level_range': {'x': 18.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 321.333984, 'y': 27.0, 'z': -3310.841064}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 354.883667, 'y': 27.0, 'z': -2991.863525}, 'level_range': {'x': 33.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 626.873474, 'y': 27.0, 'z': -1480.915527}, 'level_range': {'x': 18.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 365.14917, 'y': 27.0, 'z': -2931.511963}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 292.943604, 'y': 27.0, 'z': -1846.955444}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 609.825989, 'y': 27.0, 'z': -1476.491699}, 'level_range': {'x': 18.0, 'y': 24.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 538.090942, 'y': 27.0, 'z': -1597.554932}, 'level_range': {'x': 18.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 383.125427, 'y': 27.0, 'z': -2822.533936}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 220.85228, 'y': 27.0, 'z': -2375.413574}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 536.146118, 'y': 27.0, 'z': -1666.276123}, 'level_range': {'x': 18.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 398.1203, 'y': 27.0, 'z': -2895.953857}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 334.683533, 'y': 27.0, 'z': -2654.285889}, 'level_range': {'x': 27.0, 'y': 39.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 337.342041, 'y': 27.0, 'z': -3017.198486}, 'level_range': {'x': 33.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 365.160248, 'y': 27.0, 'z': -2900.662354}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 375.936768, 'y': 27.0, 'z': -2787.040283}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 341.807739, 'y': 27.0, 'z': -2646.672607}, 'level_range': {'x': 26.0, 'y': 38.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 210.68042, 'y': 27.0, 'z': -2136.144531}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 261.464111, 'y': 27.0, 'z': -2460.462891}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 342.549866, 'y': 27.0, 'z': -2762.125244}, 'level_range': {'x': 30.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 434.855682, 'y': 27.0, 'z': -1883.425659}, 'level_range': {'x': 18.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 171.931885, 'y': 27.0, 'z': -1852.943359}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 340.234589, 'y': 27.0, 'z': -2969.052246}, 'level_range': {'x': 33.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 434.981689, 'y': 27.0, 'z': -1516.581665}, 'level_range': {'x': 18.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 270.325928, 'y': 27.0, 'z': -1623.75415}, 'level_range': {'x': 18.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 348.872803, 'y': 27.0, 'z': -1478.825195}, 'level_range': {'x': 18.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 223.044907, 'y': 27.0, 'z': -2818.046387}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 253.443344, 'y': 27.0, 'z': -2442.276367}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 301.595703, 'y': 27.0, 'z': -1817.597656}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 344.002869, 'y': 27.0, 'z': -2771.197266}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 350.120758, 'y': 27.0, 'z': -3073.023926}, 'level_range': {'x': 33.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 501.90683, 'y': 27.0, 'z': -1463.709595}, 'level_range': {'x': 18.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 379.974609, 'y': 27.0, 'z': -3424.161377}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 283.297089, 'y': 27.0, 'z': -2552.356689}, 'level_range': {'x': 21.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 328.684937, 'y': 27.0, 'z': -2693.219482}, 'level_range': {'x': 28.0, 'y': 40.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 328.310333, 'y': 27.0, 'z': -2722.242432}, 'level_range': {'x': 29.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 353.962952, 'y': 27.0, 'z': -2660.954346}, 'level_range': {'x': 27.0, 'y': 39.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 487.093903, 'y': 27.0, 'z': -1816.007568}, 'level_range': {'x': 18.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 131.641846, 'y': 27.0, 'z': -2488.501221}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 482.692505, 'y': 27.0, 'z': -1546.781738}, 'level_range': {'x': 18.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 181.469482, 'y': 27.0, 'z': -2592.784668}, 'level_range': {'x': 22.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 368.72348, 'y': 27.0, 'z': -2956.814453}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 354.620697, 'y': 27.0, 'z': -2912.306152}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 345.159912, 'y': 27.0, 'z': -1916.471558}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 386.756073, 'y': 27.0, 'z': -1920.854736}, 'level_range': {'x': 18.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 335.430786, 'y': 27.0, 'z': -2944.966309}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 284.98999, 'y': 27.0, 'z': -1625.939697}, 'level_range': {'x': 18.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 462.634888, 'y': 27.0, 'z': -1543.321045}, 'level_range': {'x': 18.0, 'y': 25.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 296.813477, 'y': 27.0, 'z': -2587.449951}, 'level_range': {'x': 23.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 351.073914, 'y': 27.0, 'z': -2930.48584}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 385.690308, 'y': 27.0, 'z': -2864.113525}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 312.554321, 'y': 27.0, 'z': -2607.672852}, 'level_range': {'x': 24.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 267.633789, 'y': 27.0, 'z': -2775.45874}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 275.08371, 'y': 27.0, 'z': -1866.795654}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 390.084198, 'y': 27.0, 'z': -2937.429199}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 364.473267, 'y': 27.0, 'z': -2921.693604}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 358.058838, 'y': 27.0, 'z': -2841.601074}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 241.086563, 'y': 27.0, 'z': -2383.234131}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 436.15918, 'y': 27.0, 'z': -2909.394775}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 363.766663, 'y': 27.0, 'z': -2982.520996}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 381.385284, 'y': 27.0, 'z': -2967.206787}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 375.981171, 'y': 27.0, 'z': -1919.421265}, 'level_range': {'x': 18.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 302.283447, 'y': 27.0, 'z': -2906.819336}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 232.417297, 'y': 27.0, 'z': -2821.394043}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 222.843338, 'y': 27.0, 'z': -2191.078613}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 238.982529, 'y': 27.0, 'z': -2439.493408}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 363.648438, 'y': 27.0, 'z': -3032.387939}, 'level_range': {'x': 33.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 326.665436, 'y': 27.0, 'z': -1837.156494}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 359.759888, 'y': 27.0, 'z': -2966.858643}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 104.666504, 'y': 27.0, 'z': -2437.76123}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 411.679688, 'y': 27.0, 'z': -1519.401855}, 'level_range': {'x': 18.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 415.913574, 'y': 27.0, 'z': -1717.6698}, 'level_range': {'x': 18.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 288.404297, 'y': 27.0, 'z': -3357.533447}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 351.562347, 'y': 27.0, 'z': -1936.564941}, 'level_range': {'x': 18.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 326.457031, 'y': 27.0, 'z': -2859.118164}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 307.953613, 'y': 27.0, 'z': -3420.249756}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 287.942963, 'y': 27.0, 'z': -2733.608398}, 'level_range': {'x': 30.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 316.679535, 'y': 27.0, 'z': -2754.367188}, 'level_range': {'x': 30.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 340.659302, 'y': 27.0, 'z': -2821.234375}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 378.531189, 'y': 27.0, 'z': -2980.062988}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 397.983337, 'y': 27.0, 'z': -2910.175293}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 285.059479, 'y': 27.0, 'z': -1989.035522}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 240.94873, 'y': 27.0, 'z': -1465.130737}, 'level_range': {'x': 18.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 412.611664, 'y': 27.0, 'z': -2910.1875}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 300.49057, 'y': 27.0, 'z': -2603.598145}, 'level_range': {'x': 24.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 412.253265, 'y': 27.0, 'z': -2870.969238}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 330.786072, 'y': 27.0, 'z': -3057.001465}, 'level_range': {'x': 33.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 112.852051, 'y': 27.0, 'z': -1903.108276}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 319.598145, 'y': 27.0, 'z': -2710.07373}, 'level_range': {'x': 29.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 237.004639, 'y': 27.0, 'z': -2477.415283}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 356.553986, 'y': 27.0, 'z': -3062.855957}, 'level_range': {'x': 33.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 203.963867, 'y': 27.0, 'z': -1820.500732}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 233.146713, 'y': 27.0, 'z': -2416.344727}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 373.893494, 'y': 27.0, 'z': -2925.836182}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 317.217133, 'y': 27.0, 'z': -2634.693115}, 'level_range': {'x': 26.0, 'y': 38.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 256.46991, 'y': 27.0, 'z': -3027.454346}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 377.623779, 'y': 27.0, 'z': -3331.800049}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 309.255127, 'y': 27.0, 'z': -1650.41333}, 'level_range': {'x': 18.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 360.651855, 'y': 27.0, 'z': -3020.248047}, 'level_range': {'x': 33.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 348.381378, 'y': 27.0, 'z': -2780.505859}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 242.238403, 'y': 27.0, 'z': -3427.038818}, 'level_range': {'x': 35.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 337.260162, 'y': 27.0, 'z': -2723.083496}, 'level_range': {'x': 30.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 253.224777, 'y': 27.0, 'z': -2048.185059}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 254.401855, 'y': 27.0, 'z': -1685.75415}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 342.987488, 'y': 27.0, 'z': -2675.182617}, 'level_range': {'x': 28.0, 'y': 40.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 293.91333, 'y': 27.0, 'z': -2812.058594}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 330.640411, 'y': 27.0, 'z': -2769.399658}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 255.763062, 'y': 27.0, 'z': -3414.092285}, 'level_range': {'x': 35.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 312.943817, 'y': 27.0, 'z': -2694.578369}, 'level_range': {'x': 29.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 311.566833, 'y': 27.0, 'z': -2772.477539}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 219.132568, 'y': 27.0, 'z': -1841.138428}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 334.214386, 'y': 27.0, 'z': -2634.132568}, 'level_range': {'x': 26.0, 'y': 38.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 345.143097, 'y': 27.0, 'z': -2805.825684}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 292.127472, 'y': 27.0, 'z': -1874.567993}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 333.179169, 'y': 27.0, 'z': -2643.366211}, 'level_range': {'x': 26.0, 'y': 38.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 337.140533, 'y': 27.0, 'z': -3117.231445}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 335.953857, 'y': 27.0, 'z': -3375.768555}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 343.917023, 'y': 27.0, 'z': -2794.101563}, 'level_range': {'x': 31.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 225.078415, 'y': 27.0, 'z': -2163.891113}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 175.307129, 'y': 27.0, 'z': -2670.265869}, 'level_range': {'x': 27.0, 'y': 39.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 339.073212, 'y': 27.0, 'z': -2745.55127}, 'level_range': {'x': 30.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 261.653564, 'y': 27.0, 'z': -3345.829102}, 'level_range': {'x': 35.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 25.785889, 'y': 27.0, 'z': -3041.598633}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 209.497742, 'y': 27.0, 'z': -2291.221924}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 196.778351, 'y': 27.0, 'z': -2279.966797}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 251.913589, 'y': 27.0, 'z': -2425.702637}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 62.660645, 'y': 27.0, 'z': -1864.091309}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 267.086731, 'y': 27.0, 'z': -3042.728271}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 134.23584, 'y': 27.0, 'z': -2586.194336}, 'level_range': {'x': 22.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 303.165527, 'y': 27.0, 'z': -2719.134766}, 'level_range': {'x': 29.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 140.61084, 'y': 27.0, 'z': -2303.260742}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 156.722656, 'y': 27.0, 'z': -1920.192261}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 163.038818, 'y': 27.0, 'z': -2123.071289}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 233.081024, 'y': 27.0, 'z': -2150.239502}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 287.434204, 'y': 27.0, 'z': -2989.098389}, 'level_range': {'x': 33.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 212.615677, 'y': 27.0, 'z': -2805.670898}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 207.055649, 'y': 27.0, 'z': -2230.609863}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 239.605423, 'y': 27.0, 'z': -2080.002686}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 244.553238, 'y': 27.0, 'z': -2403.266846}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 209.812057, 'y': 27.0, 'z': -2218.368652}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 218.67627, 'y': 27.0, 'z': -3266.022217}, 'level_range': {'x': 35.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 25}
{'position': {'x': 201.392639, 'y': 27.0, 'z': -2262.619873}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 210.194733, 'y': 27.0, 'z': -2255.03833}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 216.256104, 'y': 27.0, 'z': -1941.491943}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 114.630127, 'y': 27.0, 'z': -2673.236328}, 'level_range': {'x': 27.0, 'y': 39.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
