{'position': {'x': 1859.522583, 'y': 27.0, 'z': -4753.298828}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2448.501465, 'y': 31.853764, 'z': -4706.930176}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2060.453125, 'y': 39.81826, 'z': -4786.149902}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2508.620117, 'y': 29.651524, 'z': -4748.643555}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2234.39209, 'y': 84.894791, 'z': -4549.141113}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2091.241943, 'y': 27.0, 'z': -4901.51123}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2045.275024, 'y': 27.0, 'z': -4876.064941}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2432.094971, 'y': 27.0, 'z': -4886.731445}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2025.705322, 'y': 27.882799, 'z': -4841.157715}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2072.791504, 'y': 30.625879, 'z': -4828.371094}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2263.158936, 'y': 88.898773, 'z': -4529.42627}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2402.374268, 'y': 27.0, 'z': -4870.765137}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2263.9646, 'y': 27.330376, 'z': -4889.909668}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2002.393433, 'y': 27.0, 'z': -4856.543945}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2482.535889, 'y': 30.037983, 'z': -4743.104492}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2206.677002, 'y': 87.590378, 'z': -4554.402832}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1872.94043, 'y': 27.0, 'z': -4768.025879}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2159.523926, 'y': 88.323997, 'z': -4571.987305}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2415.186523, 'y': 37.961319, 'z': -4731.001953}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1994.495361, 'y': 36.560093, 'z': -4776.528809}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2072.749023, 'y': 51.688179, 'z': -4737.601074}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2030.721558, 'y': 41.652122, 'z': -4774.9375}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1986.247314, 'y': 27.0, 'z': -4875.066406}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2281.341553, 'y': 77.05658, 'z': -4582.782715}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2366.878174, 'y': 27.453688, 'z': -4865.008789}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2107.767578, 'y': 27.0, 'z': -4896.51416}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2195.780029, 'y': 27.0, 'z': -4959.318848}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2218.608398, 'y': 74.117104, 'z': -4603.347656}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1894.501343, 'y': 27.0, 'z': -4854.651855}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2143.804688, 'y': 25.285439, 'z': -4918.068359}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'riverside', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2074.333252, 'y': 28.782024, 'z': -4840.802734}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1889.690674, 'y': 27.0, 'z': -4844.171875}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2441.242676, 'y': 27.0, 'z': -4872.254395}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1955.714844, 'y': 29.299082, 'z': -4790.286133}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2185.878906, 'y': 27.0, 'z': -4903.866699}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2119.602539, 'y': 102.403656, 'z': -4605.892578}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2068.924805, 'y': 38.064495, 'z': -4796.147949}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2282.381836, 'y': 28.342892, 'z': -4872.468262}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1851.513916, 'y': 27.0, 'z': -4816.382813}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2070.775879, 'y': 27.0, 'z': -4899.824219}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2502.640625, 'y': 29.786974, 'z': -4710.54541}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2157.743164, 'y': 27.0, 'z': -4903.677246}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2063.677002, 'y': 39.556919, 'z': -4788.131348}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2503.253906, 'y': 29.786974, 'z': -4729.943359}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2442.071045, 'y': 28.758406, 'z': -4804.196777}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1954.557739, 'y': 27.732872, 'z': -4802.161133}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2040.740112, 'y': 31.91774, 'z': -4821.389648}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2358.478516, 'y': 29.550325, 'z': -4839.275391}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2465.253662, 'y': 29.786974, 'z': -4772.256836}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2416.37207, 'y': 27.744949, 'z': -4831.14209}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1940.05188, 'y': 27.0, 'z': -4842.277832}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2433.599365, 'y': 33.947632, 'z': -4728.875977}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2153.535889, 'y': 27.0, 'z': -4913.205078}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2438.664063, 'y': 27.559055, 'z': -4829.817383}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2052.613281, 'y': 32.99369, 'z': -4817.09375}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1892.523682, 'y': 27.0, 'z': -4771.099121}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2556.929932, 'y': 27.0, 'z': -4791.59668}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2156.630127, 'y': 28.335508, 'z': -4885.928223}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'riverside', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2055.780762, 'y': 45.651302, 'z': -4762.319824}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2339.858643, 'y': 60.491413, 'z': -4633.995117}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2497.994385, 'y': 29.786974, 'z': -4742.619629}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2043.053223, 'y': 27.0, 'z': -4907.98291}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1790.944092, 'y': 27.0, 'z': -4743.829102}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 1837.903198, 'y': 27.0, 'z': -4770.832031}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2480.809814, 'y': 27.0, 'z': -4860.010254}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2324.099121, 'y': 28.998089, 'z': -4849.106934}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1966.341675, 'y': 27.0, 'z': -4840.050293}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2079.041748, 'y': 47.515808, 'z': -4755.138672}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2163.078369, 'y': 27.0, 'z': -4908.833008}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2410.039795, 'y': 31.488771, 'z': -4797.723145}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1926.650391, 'y': 27.0, 'z': -4882.840332}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2269.40625, 'y': 27.0, 'z': -4940.270996}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2213.408203, 'y': 27.0, 'z': -4898.908203}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2479.80957, 'y': 29.786974, 'z': -4781.230957}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2235.159424, 'y': 27.0, 'z': -4910.751465}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1958.013428, 'y': 27.0, 'z': -4853.428711}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1897.327759, 'y': 27.000551, 'z': -4807.578125}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1955.713501, 'y': 29.162268, 'z': -4792.026855}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2142.579834, 'y': 153.392014, 'z': -4544.672363}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2436.61377, 'y': 27.0, 'z': -4880.614258}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2560.953369, 'y': 27.0, 'z': -4795.003906}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2477.372803, 'y': 29.786974, 'z': -4776.917969}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2152.758789, 'y': 27.0, 'z': -4957.969727}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2302.264893, 'y': 28.009544, 'z': -4867.421875}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2396.699219, 'y': 27.0, 'z': -4860.666992}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1982.601196, 'y': 104.731491, 'z': -4722.387695}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2541.634277, 'y': 27.0, 'z': -4785.533203}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1877.629639, 'y': 27.0, 'z': -4864.672852}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2217.330811, 'y': 88.721413, 'z': -4541.613281}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1993.188477, 'y': 27.0, 'z': -4873.413086}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2158.074951, 'y': 27.0, 'z': -4929.888184}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2463.043457, 'y': 29.786974, 'z': -4775.071777}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2091.40625, 'y': 27.0, 'z': -4876.632813}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2577.287109, 'y': 27.0, 'z': -4716.445801}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2465.216797, 'y': 27.559055, 'z': -4807.139648}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1889.545288, 'y': 27.0, 'z': -4838.442871}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2207.702637, 'y': 132.468323, 'z': -4409.291992}, 'level_range': {'x': 43.0, 'y': 45.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 20}
{'position': {'x': 1889.126831, 'y': 27.0, 'z': -4871.25293}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2485.384521, 'y': 30.060097, 'z': -4768.025391}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1962.800537, 'y': 27.0, 'z': -4850.447266}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1835.446533, 'y': 27.0, 'z': -4818.384766}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1865.877441, 'y': 27.0, 'z': -4790.687012}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2488.842773, 'y': 29.786974, 'z': -4706.038574}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2019.536377, 'y': 37.776272, 'z': -4790.607422}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2067.481689, 'y': 48.920773, 'z': -4748.78125}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1971.376587, 'y': 27.0, 'z': -4831.68457}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2426.210938, 'y': 27.693678, 'z': -4823.100098}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2016.805054, 'y': 31.531237, 'z': -4815.313965}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2225.861084, 'y': 71.109818, 'z': -4615.638672}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2367.984375, 'y': 27.186687, 'z': -4868.043457}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2258.396729, 'y': 77.763954, 'z': -4582.354492}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1877.559448, 'y': 27.0, 'z': -4833.552246}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2234.172607, 'y': 77.711212, 'z': -4581.129883}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2100.450928, 'y': 28.303288, 'z': -4848.797852}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2492.890625, 'y': 29.786974, 'z': -4768.829102}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2570.458496, 'y': 27.0, 'z': -4798.682129}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2201.940918, 'y': 27.0, 'z': -4943.623047}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2173.339844, 'y': 82.464127, 'z': -4590.634766}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2408.201172, 'y': 27.0, 'z': -4897.674316}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2048.191162, 'y': 31.212309, 'z': -4826.395996}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1944.950928, 'y': 27.0, 'z': -4904.461426}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2147.014648, 'y': 25.931198, 'z': -4904.865234}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2528.243896, 'y': 27.0, 'z': -4765.625977}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2440.073975, 'y': 28.118484, 'z': -4809.023926}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2461.53125, 'y': 29.786974, 'z': -4756.677734}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2298.807373, 'y': 69.014801, 'z': -4602.306641}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2422.119385, 'y': 29.786974, 'z': -4807.745117}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2054.416504, 'y': 27.0, 'z': -4880.500488}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2126.484863, 'y': 66.774246, 'z': -4665.637207}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2402.267822, 'y': 28.839758, 'z': -4832.550781}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2431.53833, 'y': 27.0, 'z': -4870.06543}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2467.677002, 'y': 31.875202, 'z': -4743.776855}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1860.880737, 'y': 27.0, 'z': -4839.554199}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2335.505371, 'y': 27.0, 'z': -4907.966797}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2072.791992, 'y': 35.703392, 'z': -4805.629395}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2523.948486, 'y': 27.0, 'z': -4816.146973}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1891.207153, 'y': 27.0, 'z': -4761.776855}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2270.667969, 'y': 27.0, 'z': -4915.223145}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2432.021729, 'y': 27.371336, 'z': -4838.201172}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2376.77417, 'y': 29.786974, 'z': -4826.92334}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1965.136353, 'y': 27.0, 'z': -4865.885254}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1908.824463, 'y': 103.68647, 'z': -4701.129883}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2259.688232, 'y': 27.0, 'z': -4932.564453}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2255.693115, 'y': 110.407356, 'z': -4462.522461}, 'level_range': {'x': 43.0, 'y': 45.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 20}
{'position': {'x': 2186.24292, 'y': 82.166893, 'z': -4585.712402}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1972.13208, 'y': 27.0, 'z': -4834.125}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
