{'position': {'x': 2849.614014, 'y': 571.414368, 'z': -3981.205322}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2746.554199, 'y': 370.161011, 'z': -4305.193848}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2861.44165, 'y': 414.091217, 'z': -4255.713379}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2677.79834, 'y': 27.0, 'z': -4844.70166}, 'level_range': {'x': 39.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 2454.816406, 'y': 398.77121, 'z': -3690.1604}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2435.558838, 'y': 380.119629, 'z': -4132.493652}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'riverside', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3022.443359, 'y': 216.498337, 'z': -4716.998535}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2264.365967, 'y': 277.120239, 'z': -4221.353516}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2460.361084, 'y': 254.150589, 'z': -4371.69873}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2124.635254, 'y': 151.962708, 'z': -4434.20752}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3223.452148, 'y': 470.086273, 'z': -4034.387451}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1821.877319, 'y': 335.056946, 'z': -4446.523438}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2448.532471, 'y': 308.3927, 'z': -4240.026855}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3198.73584, 'y': 348.694794, 'z': -4199.31543}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2723.615479, 'y': 245.922745, 'z': -4497.365234}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2361.251709, 'y': 164.992889, 'z': -4444.865234}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2945.191162, 'y': 324.412903, 'z': -4354.177734}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2936.760986, 'y': 242.047501, 'z': -4592.435547}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2748.753174, 'y': 580.612793, 'z': -3780.109619}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2251.915771, 'y': 284.301086, 'z': -4170.509766}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3034.747803, 'y': 346.185822, 'z': -4238.693848}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 2417.425049, 'y': 294.935242, 'z': -3945.970215}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 1980.706299, 'y': 296.834564, 'z': -4428.643555}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 3149.54834, 'y': 483.382874, 'z': -4043.419922}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2687.880859, 'y': 149.965332, 'z': -4720.195801}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2913.071289, 'y': 233.658203, 'z': -4589.227539}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2732.32666, 'y': 164.386093, 'z': -4620.348633}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2480.38208, 'y': 202.657547, 'z': -4515.553223}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2692.778564, 'y': 531.22522, 'z': -3768.880127}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2381.92749, 'y': 291.834564, 'z': -4120.803223}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 3168.834961, 'y': 271.503784, 'z': -4352.566895}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2829.557861, 'y': 585.560669, 'z': -3823.552002}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2427.011719, 'y': 303.72522, 'z': -4239.365234}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2890.690918, 'y': 305.988739, 'z': -4435.779297}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2623.453369, 'y': 304.962219, 'z': -4412.114258}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2953.672119, 'y': 286.937317, 'z': -4493.739258}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2966.979492, 'y': 27.0, 'z': -4866.884277}, 'level_range': {'x': 39.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 2827.64502, 'y': 142.479095, 'z': -4692.802734}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2877.952393, 'y': 54.418285, 'z': -4771.388672}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2746.098145, 'y': 172.224396, 'z': -4652.149902}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2209.661133, 'y': 136.66864, 'z': -4397.678223}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2788.167725, 'y': 579.830261, 'z': -3868.593994}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2914.898438, 'y': 444.993622, 'z': -4118.984375}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3005.730713, 'y': 447.702454, 'z': -4056.54248}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 2779.007324, 'y': 194.362259, 'z': -4553.004395}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3273.278564, 'y': 410.624969, 'z': -4105.680176}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3114.154053, 'y': 397.380493, 'z': -4171.42334}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2619.63623, 'y': 336.035156, 'z': -4367.40918}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2706.285156, 'y': 272.554993, 'z': -4465.13916}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3074.744385, 'y': 318.503937, 'z': -4299.995117}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3077.342773, 'y': 343.403961, 'z': -4252.276367}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3311.089355, 'y': 454.408966, 'z': -4039.786865}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2991.209961, 'y': 260.736664, 'z': -4549.188965}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2757.899658, 'y': 178.059296, 'z': -4655.92334}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2503.295166, 'y': 421.54776, 'z': -3782.494873}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2168.376221, 'y': 262.172058, 'z': -4082.358887}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2813.319092, 'y': 170.933273, 'z': -4614.34375}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1883.1604, 'y': 288.063904, 'z': -4349.969238}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2677.060059, 'y': 125.486778, 'z': -4657.287109}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2937.477295, 'y': 315.769073, 'z': -4384.195801}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3187.599609, 'y': 299.128082, 'z': -4306.612305}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2956.50708, 'y': 366.186859, 'z': -4224.110352}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1762.742188, 'y': 314.432098, 'z': -4508.99707}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3006.04248, 'y': 246.466019, 'z': -4635.80127}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2946.969971, 'y': 292.52005, 'z': -4450.302246}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2613.485352, 'y': 123.283073, 'z': -4652.732422}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2274.573975, 'y': 289.436951, 'z': -4163.645508}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2856.327393, 'y': 297.091736, 'z': -4460.143555}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2809.830322, 'y': 291.449707, 'z': -4417.07666}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2489.638428, 'y': 123.407997, 'z': -4630.825684}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2906.569336, 'y': 390.373169, 'z': -4266.914551}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3304.031982, 'y': 384.441162, 'z': -4150.058594}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3292.196045, 'y': 396.001953, 'z': -4136.991699}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2187.538574, 'y': 261.965912, 'z': -4238.098633}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2046.03125, 'y': 324.478821, 'z': -4339.909668}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3062.64502, 'y': 457.015076, 'z': -4101.494141}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2787.42749, 'y': 234.362991, 'z': -4487.141113}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2252.591064, 'y': 224.315231, 'z': -4278.277344}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2834.322754, 'y': 603.97998, 'z': -3899.706787}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2993.382813, 'y': 316.164215, 'z': -4390.755859}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2499.695068, 'y': 268.067169, 'z': -4454.280762}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2709.726807, 'y': 364.154327, 'z': -4345.166016}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2749.921387, 'y': 247.30545, 'z': -4465.053711}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2808.306641, 'y': 411.936157, 'z': -4252.624023}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2501.488281, 'y': 387.610382, 'z': -4162.282715}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1945.731445, 'y': 296.834564, 'z': -4428.116699}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 3317.601807, 'y': 453.949829, 'z': -4049.674072}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3148.440918, 'y': 278.067444, 'z': -4337.085449}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3152.630371, 'y': 369.495087, 'z': -4173.882324}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2329.811279, 'y': 157.810501, 'z': -4415.896484}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3173.543701, 'y': 307.588287, 'z': -4297.501953}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2124.423828, 'y': 150.395782, 'z': -4537.125977}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'ruins', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3015.920166, 'y': 473.743896, 'z': -4025.172363}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2676.645508, 'y': 200.477722, 'z': -4549.730957}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3138.137695, 'y': 333.961151, 'z': -4265.940918}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1967.07373, 'y': 296.834564, 'z': -4344.893066}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2610.569092, 'y': 117.435043, 'z': -4672.070801}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2711.913086, 'y': 520.723511, 'z': -3739.69458}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2957.452881, 'y': 309.631226, 'z': -4384.009766}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2687.043457, 'y': 354.450806, 'z': -4323.051758}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1942.980469, 'y': 296.834564, 'z': -4381.614258}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2956.353271, 'y': 283.776337, 'z': -4499.58252}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3269.182617, 'y': 278.706329, 'z': -4289.36084}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1996.953613, 'y': 296.834564, 'z': -4342.536133}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2932.93042, 'y': 200.147125, 'z': -4717.723145}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1588.134277, 'y': 27.0, 'z': -4643.856445}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 2409.250488, 'y': 302.918243, 'z': -4293.524902}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2368.872559, 'y': 93.896561, 'z': -4593.182129}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2027.258667, 'y': 296.763519, 'z': -4448.790039}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2055.05249, 'y': 260.105133, 'z': -4221.01416}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2877.668457, 'y': 45.517292, 'z': -4807.498535}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2992.840088, 'y': 240.458496, 'z': -4675.93457}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2785.440674, 'y': 504.706848, 'z': -4090.548584}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3267.04541, 'y': 346.30365, 'z': -4220.112793}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2656.9729, 'y': 504.593567, 'z': -3722.2146}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3253.668213, 'y': 478.561829, 'z': -4022.258057}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1998.683105, 'y': 296.834564, 'z': -4350.800293}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2781.671143, 'y': 593.450989, 'z': -3799.326172}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1883.896362, 'y': 312.59021, 'z': -4589.314453}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1850.865845, 'y': 308.287109, 'z': -4574.225098}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3079.946533, 'y': 321.847046, 'z': -4291.105957}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1990.503418, 'y': 250.328506, 'z': -4181.083008}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3314.087891, 'y': 452.881195, 'z': -4038.978271}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2695.126221, 'y': 303.467651, 'z': -4408.299805}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2141.644043, 'y': 161.885101, 'z': -4402.02832}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2650.393555, 'y': 298.132813, 'z': -4444.472168}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2778.291992, 'y': 208.293823, 'z': -4527.152832}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3102.516113, 'y': 413.441681, 'z': -4148.675293}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2679.521484, 'y': 308.395508, 'z': -4416.889648}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2919.653564, 'y': 331.865997, 'z': -4364.231445}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2680.743896, 'y': 48.692711, 'z': -4777.198242}, 'level_range': {'x': 39.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2896.403564, 'y': 653.722412, 'z': -3843.74292}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2493.862549, 'y': 380.502045, 'z': -4159.130859}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2748.000977, 'y': 155.645218, 'z': -4755.932617}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2374.288086, 'y': 299.665527, 'z': -4210.830566}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3162.052979, 'y': 328.262878, 'z': -4269.967285}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2431.249756, 'y': 245.635574, 'z': -4332.761719}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2413.737793, 'y': 302.732544, 'z': -4237.003418}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2639.835693, 'y': 27.0, 'z': -4810.217773}, 'level_range': {'x': 39.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2708.895752, 'y': 27.0, 'z': -4826.27002}, 'level_range': {'x': 39.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2112.205078, 'y': 189.330414, 'z': -4388.761719}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2354.621582, 'y': 296.390808, 'z': -4231.563477}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2892.054443, 'y': 312.253845, 'z': -4416.679199}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2910.55249, 'y': 33.819225, 'z': -4821.946289}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 3097.243164, 'y': 261.669922, 'z': -4394.697754}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2858.250977, 'y': 614.132629, 'z': -3831.697998}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2270.245117, 'y': 291.167023, 'z': -4148.252441}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
