{'position': {'x': 3918.606934, 'y': 93.959671, 'z': -2108.726318}, 'level_range': {'x': 5.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3326.684326, 'y': 27.0, 'z': -645.678467}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2215.123779, 'y': 27.0, 'z': -795.217346}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 1219.075439, 'y': 27.0, 'z': -752.902466}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 508.149536, 'y': 27.0, 'z': -829.254761}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 424.914093, 'y': 27.0, 'z': -857.104858}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1140.88501, 'y': 27.0, 'z': -727.705811}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1581.75061, 'y': 27.0, 'z': -710.494324}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3017.881592, 'y': 27.0, 'z': -621.728088}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2963.650635, 'y': 27.0, 'z': -629.984314}, 'level_range': {'x': 11.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2172.547363, 'y': 27.0, 'z': -669.154175}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1439.929321, 'y': 27.0, 'z': -742.313416}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3247.943115, 'y': 27.0, 'z': -812.215942}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1236.615234, 'y': 27.0, 'z': -747.011169}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2060.023193, 'y': 27.0, 'z': -667.398987}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 323.91037, 'y': 27.0, 'z': -919.034912}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1747.81604, 'y': 27.0, 'z': -704.734497}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 298.406921, 'y': 27.0, 'z': -950.098938}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3051.827148, 'y': 27.0, 'z': -620.105652}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3361.263184, 'y': 27.0, 'z': -635.778809}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 797.630554, 'y': 27.0, 'z': -779.073425}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2593.416748, 'y': 27.0, 'z': -652.803467}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3273.656006, 'y': 27.0, 'z': -653.954773}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1623.183105, 'y': 27.0, 'z': -693.220337}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 522.850281, 'y': 27.0, 'z': -1442.136353}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2243.663086, 'y': 27.0, 'z': -691.23938}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 2810.738281, 'y': 27.0, 'z': -656.70575}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2353.453613, 'y': 27.0, 'z': -635.231323}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3927.190918, 'y': 27.0, 'z': -1379.008423}, 'level_range': {'x': 15.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2224.556885, 'y': 27.0, 'z': -647.174927}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3883.9021, 'y': 27.0, 'z': -621.684875}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4304.01709, 'y': 27.0, 'z': -1166.14856}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4121.464355, 'y': 27.0, 'z': -1215.933594}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2267.348389, 'y': 27.0, 'z': -631.970825}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 24}
{'position': {'x': 699.41394, 'y': 27.0, 'z': -790.398804}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3515.299316, 'y': 27.0, 'z': -653.112488}, 'level_range': {'x': 13.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1297.821777, 'y': 27.0, 'z': -812.075684}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2963.301025, 'y': 27.0, 'z': -784.048828}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2296.09668, 'y': 27.0, 'z': -650.069275}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 1871.338013, 'y': 27.0, 'z': -792.305603}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2983.919922, 'y': 27.0, 'z': -763.380249}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3764.386475, 'y': 27.0, 'z': -653.277954}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2206.275879, 'y': 27.0, 'z': -714.029236}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 2996.546631, 'y': 27.0, 'z': -624.043457}, 'level_range': {'x': 11.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2511.914063, 'y': 27.0, 'z': -638.942688}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 2207.988281, 'y': 27.0, 'z': -630.023804}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2132.209961, 'y': 27.0, 'z': -661.737915}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1395.636475, 'y': 27.0, 'z': -714.742615}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2225.194824, 'y': 27.0, 'z': -792.530579}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 2364.098145, 'y': 27.0, 'z': -633.566467}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 1373.177979, 'y': 27.0, 'z': -753.520264}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2268.486816, 'y': 27.0, 'z': -661.10376}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3476.923828, 'y': 27.0, 'z': -634.929688}, 'level_range': {'x': 13.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2150.104248, 'y': 27.0, 'z': -631.737671}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3870.0354, 'y': 27.0, 'z': -668.135437}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3666.690918, 'y': 27.0, 'z': -630.761719}, 'level_range': {'x': 15.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1669.613281, 'y': 27.0, 'z': -694.432068}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2579.80957, 'y': 27.0, 'z': -630.997437}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3317.621826, 'y': 27.0, 'z': -906.849426}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3882.385498, 'y': 27.0, 'z': -658.115051}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 521.220154, 'y': 27.0, 'z': -796.844849}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2158.100098, 'y': 27.0, 'z': -780.197632}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1245.520142, 'y': 27.0, 'z': -744.398438}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2857.851563, 'y': 27.0, 'z': -640.328003}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 174.956604, 'y': 27.0, 'z': -1032.178711}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3365.884521, 'y': 27.0, 'z': -665.623047}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3946.284424, 'y': 27.0, 'z': -703.125061}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2620.496338, 'y': 27.0, 'z': -699.440613}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 1485.449707, 'y': 27.0, 'z': -710.626099}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1559.396729, 'y': 27.0, 'z': -691.288879}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4124.543457, 'y': 27.0, 'z': -960.412842}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2225.41333, 'y': 27.0, 'z': -632.191284}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3649.818604, 'y': 27.0, 'z': -628.626648}, 'level_range': {'x': 15.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4335.175293, 'y': 27.0, 'z': -1234.033325}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1191.006348, 'y': 27.0, 'z': -733.174927}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 500.120911, 'y': 27.0, 'z': -1433.164673}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4230.916992, 'y': 27.0, 'z': -1092.48938}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1805.897461, 'y': 27.0, 'z': -826.737}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3342.804443, 'y': 27.0, 'z': -913.403564}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3299.426514, 'y': 27.0, 'z': -879.67395}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1143.669678, 'y': 27.0, 'z': -753.535828}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2579.351563, 'y': 27.0, 'z': -645.740662}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 1993.504028, 'y': 27.0, 'z': -765.160522}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2619.095459, 'y': 27.0, 'z': -625.147827}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 1920.774536, 'y': 27.0, 'z': -682.980225}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1576.452515, 'y': 27.0, 'z': -694.152771}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3302.778809, 'y': 27.0, 'z': -656.065857}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1957.121948, 'y': 27.0, 'z': -665.881836}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2262.443604, 'y': 27.0, 'z': -635.079407}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 24}
{'position': {'x': 3816.395996, 'y': 27.0, 'z': -864.646973}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1465.780762, 'y': 27.0, 'z': -740.92041}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2268.457764, 'y': 27.0, 'z': -679.392761}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3115.57373, 'y': 27.0, 'z': -657.239746}, 'level_range': {'x': 12.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3914.54248, 'y': 27.0, 'z': -1233.724976}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3951.174316, 'y': 27.0, 'z': -840.645752}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2405.068115, 'y': 27.0, 'z': -627.146301}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3037.998779, 'y': 27.0, 'z': -642.965149}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3060.05542, 'y': 27.0, 'z': -619.13208}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4238.888672, 'y': 27.0, 'z': -1070.785889}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1637.059448, 'y': 27.0, 'z': -708.766357}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3438.937744, 'y': 27.0, 'z': -613.342834}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1303.42334, 'y': 27.0, 'z': -783.230713}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2003.140137, 'y': 27.0, 'z': -673.923401}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1455.396484, 'y': 27.0, 'z': -722.966553}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4113.660156, 'y': 27.0, 'z': -994.748718}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4149.567871, 'y': 27.0, 'z': -1319.03418}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1599.242432, 'y': 27.0, 'z': -695.456543}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1500.935547, 'y': 27.0, 'z': -735.610779}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2062.869873, 'y': 27.0, 'z': -655.055908}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1300.449585, 'y': 27.0, 'z': -737.067444}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1774.921631, 'y': 27.0, 'z': -675.113953}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2976.314209, 'y': 27.0, 'z': -619.216797}, 'level_range': {'x': 11.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2003.574463, 'y': 27.0, 'z': -721.81665}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3789.504639, 'y': 27.0, 'z': -619.96991}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2688.208252, 'y': 27.0, 'z': -642.887573}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3212.974365, 'y': 27.0, 'z': -634.568176}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2477.626953, 'y': 27.0, 'z': -628.176392}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 4308.586914, 'y': 27.0, 'z': -1184.248901}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2302.124023, 'y': 27.0, 'z': -638.311584}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 2640.371582, 'y': 27.0, 'z': -760.173706}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 2235.611328, 'y': 27.0, 'z': -638.40094}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1259.958862, 'y': 27.0, 'z': -730.763611}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2124.152344, 'y': 27.0, 'z': -666.303162}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1568.826538, 'y': 27.0, 'z': -858.18634}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1675.046509, 'y': 27.0, 'z': -704.634766}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3506.988281, 'y': 27.0, 'z': -645.925842}, 'level_range': {'x': 13.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2213.20459, 'y': 27.0, 'z': -759.872925}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 1794.254883, 'y': 27.0, 'z': -698.523621}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3880.127441, 'y': 27.0, 'z': -621.107422}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 524.724976, 'y': 27.0, 'z': -830.052246}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3648.03833, 'y': 27.0, 'z': -907.773682}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1780.791626, 'y': 27.0, 'z': -676.070068}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1301.370483, 'y': 27.0, 'z': -833.971069}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3119.253662, 'y': 27.0, 'z': -773.333313}, 'level_range': {'x': 12.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3883.817627, 'y': 27.0, 'z': -688.712036}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3993.237549, 'y': 27.0, 'z': -838.065247}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2659.748291, 'y': 27.0, 'z': -624.125183}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 2659.940918, 'y': 27.0, 'z': -658.006104}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 2651.881592, 'y': 27.0, 'z': -635.524902}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 2670.27832, 'y': 27.0, 'z': -759.640381}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 525.21228, 'y': 27.0, 'z': -791.65332}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4379.767578, 'y': 27.0, 'z': -1247.396484}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1407.530396, 'y': 27.0, 'z': -720.903198}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1529.031616, 'y': 27.0, 'z': -699.956665}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2962.444092, 'y': 27.0, 'z': -645.851135}, 'level_range': {'x': 11.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3780.904297, 'y': 27.0, 'z': -610.127808}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 926.762695, 'y': 27.0, 'z': -751.191528}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2220.779785, 'y': 27.0, 'z': -785.945801}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
