{'position': {'x': 4532.016602, 'y': 27.0, 'z': -2105.275879}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 15}
{'position': {'x': 3363.107422, 'y': 150.003052, 'z': -2116.967529}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4481.290039, 'y': 29.965948, 'z': -2103.382568}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 15}
{'position': {'x': 3477.839844, 'y': 150.003052, 'z': -2091.567871}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3143.013672, 'y': 200.164719, 'z': -2266.893066}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 15}
{'position': {'x': 4503.989258, 'y': 27.0, 'z': -2139.240723}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 15}
{'position': {'x': 3356.187012, 'y': 170.752365, 'z': -2028.672852}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3899.048828, 'y': 118.752594, 'z': -1968.135376}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3356.317139, 'y': 133.385071, 'z': -2532.585205}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3001.499268, 'y': 254.379547, 'z': -2582.974365}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'suna_sabaku', 'area_no': 15}
{'position': {'x': 3308.337158, 'y': 136.358978, 'z': -2487.734375}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4365.261719, 'y': 100.078873, 'z': -2091.005371}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3340.791992, 'y': 136.501389, 'z': -2598.439697}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3276.040283, 'y': 152.270309, 'z': -2094.320068}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4284.898438, 'y': 101.510429, 'z': -2180.89917}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3341.285156, 'y': 150.003052, 'z': -2129.05957}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3159.812744, 'y': 199.993896, 'z': -2210.278076}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3405.837646, 'y': 128.717697, 'z': -2392.790283}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3177.008789, 'y': 192.544846, 'z': -2375.799561}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3264.034912, 'y': 151.231812, 'z': -2008.893799}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3119.615723, 'y': 200.024414, 'z': -2415.294678}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3414.471924, 'y': 127.806656, 'z': -2344.131348}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3072.581055, 'y': 253.071289, 'z': -2550.102783}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3181.993164, 'y': 163.939529, 'z': -2139.7771}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3369.031494, 'y': 132.807144, 'z': -2277.333984}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3989.299316, 'y': 100.209511, 'z': -2009.31189}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3861.562744, 'y': 151.542038, 'z': -1664.057739}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3412.057617, 'y': 151.368362, 'z': -2184.134277}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3241.583252, 'y': 136.757614, 'z': -2633.455078}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3346.484375, 'y': 169.993286, 'z': -2067.943115}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3045.62207, 'y': 200.346283, 'z': -2342.216309}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3404.896484, 'y': 128.839172, 'z': -2382.734863}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3308.956055, 'y': 136.757614, 'z': -2255.189941}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3123.827393, 'y': 250.796295, 'z': -2619.72998}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3228.792969, 'y': 199.84996, 'z': -2436.213867}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3419.018311, 'y': 127.348488, 'z': -2354.379639}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3407.381592, 'y': 168.883301, 'z': -2053.402832}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3063.72876, 'y': 245.10112, 'z': -2258.521484}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3453.714355, 'y': 120.612259, 'z': -2222.067627}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3320.8396, 'y': 136.284607, 'z': -2423.740723}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4244.614746, 'y': 27.0, 'z': -1627.820313}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3863.582275, 'y': 155.062576, 'z': -1839.735962}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3749.580322, 'y': 151.609039, 'z': -2002.181519}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3116.32959, 'y': 200.024414, 'z': -2295.928223}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3341.786377, 'y': 133.86116, 'z': -2478.464844}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4139.036133, 'y': 103.546227, 'z': -1992.48877}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3126.997559, 'y': 191.949905, 'z': -2359.81543}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3347.307373, 'y': 150.02713, 'z': -2117.393799}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4182.54834, 'y': 101.879295, 'z': -2023.541992}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3415.091553, 'y': 126.430504, 'z': -2441.630371}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3226.522217, 'y': 167.535355, 'z': -2161.215332}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3249.74292, 'y': 199.351959, 'z': -2406.909668}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3813.565674, 'y': 150.665451, 'z': -1581.293213}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'doro', 'area_no': 15}
{'position': {'x': 3368.264648, 'y': 150.032684, 'z': -2100.936523}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3339.009033, 'y': 136.199387, 'z': -2299.925049}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3286.869141, 'y': 151.253006, 'z': -2143.744385}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3383.14917, 'y': 154.414566, 'z': -2182.208984}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3870.067139, 'y': 27.0, 'z': -1515.288086}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3260.564453, 'y': 137.612167, 'z': -2192.080078}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3035.945801, 'y': 250.158325, 'z': -2444.218262}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3209.8479, 'y': 199.871826, 'z': -2484.103516}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4197.661133, 'y': 101.780083, 'z': -2027.910889}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3530.539551, 'y': 114.263878, 'z': -2169.351807}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3704.75708, 'y': 157.484436, 'z': -1579.848999}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3021.57373, 'y': 248.824997, 'z': -2405.179688}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3742.963867, 'y': 95.013153, 'z': -2074.787842}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3130.727539, 'y': 251.014465, 'z': -2528.190186}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3410.296387, 'y': 125.819809, 'z': -2196.472168}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3220.753418, 'y': 199.993896, 'z': -2339.984863}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3359.135498, 'y': 136.261368, 'z': -2628.664307}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3453.573486, 'y': 150.003052, 'z': -2125.204834}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3222.647949, 'y': 163.797195, 'z': -2132.973145}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4327.390137, 'y': 104.612549, 'z': -2090.809082}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4146.182129, 'y': 126.278946, 'z': -1870.978027}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2956.438232, 'y': 252.431564, 'z': -2763.949707}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2991.89502, 'y': 255.16391, 'z': -2534.151855}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3094.07959, 'y': 252.936005, 'z': -2553.484619}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4250.136719, 'y': 101.567978, 'z': -1880.074463}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3391.372559, 'y': 130.269333, 'z': -2408.074219}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4472.143555, 'y': 27.0, 'z': -1918.47168}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3795.680176, 'y': 152.685486, 'z': -1602.97229}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3124.92334, 'y': 175.12294, 'z': -2127.514648}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3837.655029, 'y': 95.034119, 'z': -2077.739502}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3373.556641, 'y': 130.765884, 'z': -2446.730469}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3247.753906, 'y': 136.446854, 'z': -2230.646973}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4314.368164, 'y': 109.029648, 'z': -2149.16626}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4231.92041, 'y': 100.854996, 'z': -2166.186523}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2943.975342, 'y': 251.632782, 'z': -2723.430176}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3050.157227, 'y': 200.024414, 'z': -2353.649658}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3396.500732, 'y': 127.791588, 'z': -2201.800293}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2943.824463, 'y': 252.609863, 'z': -2771.935303}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3859.750244, 'y': 158.463684, 'z': -1920.491211}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3142.367432, 'y': 200.347305, 'z': -2668.73999}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3271.555908, 'y': 153.975815, 'z': -2037.60022}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3294.144775, 'y': 150.063141, 'z': -2069.366455}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3099.23291, 'y': 254.879623, 'z': -2175.679688}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3175.479736, 'y': 199.993896, 'z': -2487.35376}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3018.386963, 'y': 252.07692, 'z': -2152.307617}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4063.964844, 'y': 100.172874, 'z': -1985.86792}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4187.354004, 'y': 101.751816, 'z': -2052.096436}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4412.656738, 'y': 27.0, 'z': -2259.231689}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 15}
{'position': {'x': 3694.026367, 'y': 95.080963, 'z': -2114.558594}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3097.237793, 'y': 200.024414, 'z': -2327.470459}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3637.264404, 'y': 95.955841, 'z': -2185.458252}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3291.813477, 'y': 136.727097, 'z': -2639.322754}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3152.927734, 'y': 200.281006, 'z': -2658.003906}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3275.142822, 'y': 136.757614, 'z': -2451.179932}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3886.16748, 'y': 159.756165, 'z': -1910.867432}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3391.861328, 'y': 129.499298, 'z': -2245.434326}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3948.004639, 'y': 27.0, 'z': -1580.185547}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3304.595459, 'y': 136.757614, 'z': -2557.815918}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3414.908936, 'y': 127.348938, 'z': -2330.256592}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3899.523193, 'y': 27.0, 'z': -1562.458984}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3280.371582, 'y': 151.263428, 'z': -2087.550537}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3091.967529, 'y': 253.921967, 'z': -2531.912354}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3142.141357, 'y': 200.024414, 'z': -2424.866943}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3072.361816, 'y': 248.123016, 'z': -2450.483643}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3379.535156, 'y': 120.516251, 'z': -2623.227783}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3152.453613, 'y': 200.024414, 'z': -2500.259521}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4198.264648, 'y': 101.979881, 'z': -1953.803589}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3907.596436, 'y': 150.823776, 'z': -1700.710327}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3418.117432, 'y': 117.090683, 'z': -2561.235596}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3141.321045, 'y': 152.484314, 'z': -2043.214844}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3084.855957, 'y': 153.813843, 'z': -2050.034912}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3028.552246, 'y': 247.691864, 'z': -2270.913818}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3284.981934, 'y': 136.757614, 'z': -2477.912109}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3631.854004, 'y': 114.997253, 'z': -2149.985352}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3445.022461, 'y': 124.207573, 'z': -2418.114746}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3284.148926, 'y': 136.757172, 'z': -2633.262207}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3461.861816, 'y': 150.003052, 'z': -2130.760254}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3135.695557, 'y': 191.936768, 'z': -2373.606445}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3338.887939, 'y': 150.033569, 'z': -2141.868408}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3295.939697, 'y': 136.757614, 'z': -2467.040283}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3797.290527, 'y': 153.34697, 'z': -1632.965088}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3683.909424, 'y': 155.908188, 'z': -1590.880249}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3163.801514, 'y': 191.936768, 'z': -2422.138916}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3422.849365, 'y': 124.80751, 'z': -2216.243164}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2976.764648, 'y': 254.196442, 'z': -2595.571045}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3355.628174, 'y': 135.186172, 'z': -2343.338135}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3397.026855, 'y': 129.955231, 'z': -2397.568115}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2958.078613, 'y': 251.632782, 'z': -2729.081299}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3450.898438, 'y': 124.174248, 'z': -2319.73999}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4392.137695, 'y': 100.012207, 'z': -2131.414307}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3663.69751, 'y': 95.304504, 'z': -2160.402344}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3414.179199, 'y': 125.704735, 'z': -2467.577881}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3873.708496, 'y': 155.109528, 'z': -1690.78833}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3376.766357, 'y': 150.033569, 'z': -2147.482178}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3835.260498, 'y': 102.238113, 'z': -2006.373901}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
