{'position': {'x': 758.106323, 'y': 149.5, 'z': -328.791779}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 657.718018, 'y': 223.274368, 'z': -438.522522}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 939.00354, 'y': 193.933914, 'z': -275.439697}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 986.13562, 'y': 156.41214, 'z': -557.902466}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 773.117554, 'y': 241.215393, 'z': -958.620544}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 757.867004, 'y': 160.978958, 'z': -269.886047}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 962.173889, 'y': 163.15535, 'z': -489.437042}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 685.680725, 'y': 223.95166, 'z': -410.40271}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 774.420532, 'y': 195.549347, 'z': -747.032166}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 606.64856, 'y': 237.868469, 'z': -635.063354}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 785.654053, 'y': 240.053268, 'z': -645.220093}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 941.513733, 'y': 202.054047, 'z': -221.709122}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 646.893188, 'y': 237.972778, 'z': -710.038086}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 603.454651, 'y': 237.868469, 'z': -653.248657}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 752.8797, 'y': 252.538956, 'z': -939.59021}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 368.723358, 'y': 298.584259, 'z': -873.308044}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 454.773407, 'y': 149.972534, 'z': -366.3591}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 455.049194, 'y': 237.868469, 'z': -712.57843}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 654.909546, 'y': 224.564697, 'z': -355.664368}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 909.065186, 'y': 153.825302, 'z': -958.006531}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 526.433472, 'y': 237.868469, 'z': -542.462219}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 426.986633, 'y': 151.15416, 'z': -371.11261}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 821.751343, 'y': 149.5, 'z': -393.587067}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 582.23645, 'y': 237.868469, 'z': -629.927429}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 737.449402, 'y': 254.540436, 'z': -647.731079}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 913.776489, 'y': 152.099014, 'z': -895.320251}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 699.758362, 'y': 223.95166, 'z': -411.291107}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 989.361572, 'y': 198.747452, 'z': -242.669815}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 990.713074, 'y': 160.419861, 'z': -501.061157}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 701.761047, 'y': 262.924957, 'z': -618.507996}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 924.137024, 'y': 149.5, 'z': -570.619568}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 486.767426, 'y': 160.412354, 'z': -391.843811}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 679.382019, 'y': 223.95166, 'z': -384.584839}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 903.275452, 'y': 151.265488, 'z': -465.488983}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 666.030334, 'y': 238.967224, 'z': -565.530396}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 201.131683, 'y': 321.357422, 'z': -873.179443}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 882.731934, 'y': 153.851761, 'z': -484.892303}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 374.127838, 'y': 258.021301, 'z': -631.458923}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 613.065247, 'y': 149.5, 'z': -285.406525}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 665.071716, 'y': 318.279694, 'z': -912.286377}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 298.630096, 'y': 241.584045, 'z': -652.372925}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 902.763306, 'y': 159.565857, 'z': -661.349365}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 664.689758, 'y': 251.10199, 'z': -736.174194}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 369.787872, 'y': 296.187408, 'z': -820.161316}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 896.623718, 'y': 196.110596, 'z': -231.481979}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 696.352234, 'y': 262.924957, 'z': -665.719055}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 712.056946, 'y': 262.680817, 'z': -609.271423}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 788.830688, 'y': 151.34436, 'z': -320.508484}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 923.385925, 'y': 228.739319, 'z': -308.676819}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 650.067078, 'y': 237.868469, 'z': -686.496948}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 873.411987, 'y': 149.972534, 'z': -752.175903}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 776.984314, 'y': 157.641693, 'z': -283.688568}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 763.159058, 'y': 175.271454, 'z': -180.478439}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 516.660767, 'y': 266.923035, 'z': -874.996643}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 514.808716, 'y': 286.730194, 'z': -703.955688}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 545.452332, 'y': 158.592789, 'z': -373.636566}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 979.055115, 'y': 179.20459, 'z': -398.237976}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 728.565002, 'y': 238.294083, 'z': -911.77533}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 502.009918, 'y': 267.807068, 'z': -914.61438}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 363.653809, 'y': 237.868469, 'z': -723.262756}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 696.981384, 'y': 224.297577, 'z': -456.26889}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 833.526489, 'y': 151.526489, 'z': -792.080322}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 693.779236, 'y': 223.95166, 'z': -408.385529}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 962.839661, 'y': 208.943619, 'z': -153.975662}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 686.981262, 'y': 224.271164, 'z': -497.259216}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 163.929138, 'y': 288.534973, 'z': -821.691223}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 506.114349, 'y': 237.868469, 'z': -785.197144}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 858.673035, 'y': 150.458466, 'z': -759.419067}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 894.694397, 'y': 152.537872, 'z': -590.019409}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 758.758057, 'y': 255.906754, 'z': -637.123352}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 819.290894, 'y': 150.532211, 'z': -365.693848}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 908.791199, 'y': 150.078033, 'z': -513.451233}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 689.146973, 'y': 223.95166, 'z': -439.301025}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 801.67041, 'y': 169.699966, 'z': -250.061157}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 707.302856, 'y': 223.809616, 'z': -514.324707}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 885.144653, 'y': 201.148056, 'z': -188.945236}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 357.764069, 'y': 237.868469, 'z': -575.741089}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 589.054626, 'y': 237.868469, 'z': -599.877747}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 767.844238, 'y': 149.992874, 'z': -384.804352}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 473.933411, 'y': 256.333527, 'z': -488.588562}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 970.15094, 'y': 181.937714, 'z': -381.358063}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 753.740601, 'y': 149.5, 'z': -440.571075}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 834.793823, 'y': 221.671921, 'z': -661.796692}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 802.084229, 'y': 149.994614, 'z': -314.04483}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 959.121094, 'y': 200.401291, 'z': -218.486053}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 900.14679, 'y': 156.156235, 'z': -950.370422}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 612.836304, 'y': 326.335388, 'z': -863.034729}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 620.153198, 'y': 149.972534, 'z': -299.96875}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 596.049805, 'y': 223.274368, 'z': -454.366394}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 766.213867, 'y': 149.5, 'z': -457.44754}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 917.97229, 'y': 154.299561, 'z': -700.88446}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 638.498962, 'y': 149.904114, 'z': -307.097198}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 667.464539, 'y': 223.959045, 'z': -464.759308}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 673.417969, 'y': 224.332947, 'z': -361.891632}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 828.030457, 'y': 179.139389, 'z': -461.245758}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 507.515137, 'y': 267.052246, 'z': -927.708191}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 423.316467, 'y': 149.5, 'z': -422.323608}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 925.765747, 'y': 150.052628, 'z': -443.99939}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 454.480408, 'y': 238.448395, 'z': -793.444336}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 714.416626, 'y': 266.407471, 'z': -651.446716}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 589.733459, 'y': 239.095688, 'z': -477.727509}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 861.472595, 'y': 162.455063, 'z': -486.616119}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 925.941101, 'y': 144.633789, 'z': -869.568054}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 646.579163, 'y': 149.5, 'z': -283.534882}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 867.515198, 'y': 150.03479, 'z': -565.98938}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 963.645203, 'y': 173.014587, 'z': -442.978394}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 344.333008, 'y': 239.374374, 'z': -755.682861}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 473.318665, 'y': 273.747498, 'z': -958.922485}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 976.832153, 'y': 198.286301, 'z': -238.199036}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 941.442444, 'y': 194.576569, 'z': -251.803787}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 886.246216, 'y': 201.008301, 'z': -190.704758}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 616.443481, 'y': 224.403442, 'z': -383.234436}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 638.891968, 'y': 237.868469, 'z': -516.454773}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 895.319824, 'y': 228.662109, 'z': -367.690308}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 645.868591, 'y': 223.944931, 'z': -383.103943}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 608.083862, 'y': 261.712982, 'z': -730.223267}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 817.90094, 'y': 165.242432, 'z': -515.067322}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 622.122742, 'y': 224.146805, 'z': -446.176727}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 664.24469, 'y': 243.473679, 'z': -722.785828}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 955.463867, 'y': 139.962158, 'z': -902.443787}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 398.82016, 'y': 308.68808, 'z': -598.940369}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 753.266357, 'y': 170.158401, 'z': -246.229172}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 809.446289, 'y': 149.5, 'z': -351.543274}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 681.218811, 'y': 223.95166, 'z': -410.751312}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 976.10791, 'y': 193.658203, 'z': -303.894714}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 917.257202, 'y': 149.972534, 'z': -744.36853}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 909.015259, 'y': 194.078262, 'z': -259.474579}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 648.872925, 'y': 296.106018, 'z': -777.473206}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 814.21228, 'y': 178.989594, 'z': -493.678192}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 821.254639, 'y': 149.5, 'z': -378.783325}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 357.817657, 'y': 237.868469, 'z': -739.222778}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 882.992065, 'y': 153.010544, 'z': -515.530518}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 709.966125, 'y': 224.235367, 'z': -539.746277}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 714.263062, 'y': 262.642059, 'z': -618.480713}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 774.602844, 'y': 172.299225, 'z': -214.022659}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 598.740479, 'y': 311.859283, 'z': -961.175781}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 568.447998, 'y': 152.083801, 'z': -348.683441}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 761.113525, 'y': 149.5, 'z': -422.845154}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 615.942627, 'y': 224.453781, 'z': -375.18338}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 653.839661, 'y': 238.516632, 'z': -510.089172}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 994.269287, 'y': 149.972534, 'z': -659.860413}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 703.267944, 'y': 263.631195, 'z': -632.986877}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 598.805054, 'y': 149.5, 'z': -325.606354}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 778.011169, 'y': 171.660431, 'z': -220.306198}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 701.99646, 'y': 223.911697, 'z': -505.189972}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 952.68866, 'y': 149.958893, 'z': -564.534119}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 815.410156, 'y': 149.5, 'z': -389.072357}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 684.07251, 'y': 224.443619, 'z': -467.674988}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 714.353943, 'y': 224.022934, 'z': -404.002686}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
