{'position': {'x': 1485.548218, 'y': 162.015656, 'z': -1064.127197}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1444.584961, 'y': 171.390015, 'z': -1558.220703}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1115.181885, 'y': 163.203995, 'z': -1617.635864}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1449.80542, 'y': 149.5, 'z': -1663.203857}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1468.045776, 'y': 149.5, 'z': -1652.760742}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1286.254028, 'y': 224.785522, 'z': -1266.165039}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1251.84436, 'y': 253.789581, 'z': -1193.807373}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1139.700684, 'y': 149.5, 'z': -1710.965576}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1216.328857, 'y': 149.858002, 'z': -1679.185669}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1256.043213, 'y': 251.588379, 'z': -1200.969116}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1279.209351, 'y': 150.131683, 'z': -1469.819336}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1384.972412, 'y': 149.5, 'z': -1720.775269}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1503.950317, 'y': 149.972534, 'z': -1010.604553}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1164.063721, 'y': 150.762161, 'z': -1694.377197}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'bamboo_forest', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1332.636353, 'y': 149.5, 'z': -1443.197021}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1012.570007, 'y': 149.5, 'z': -1487.22229}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1361.560547, 'y': 159.762436, 'z': -1335.599976}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1064.847412, 'y': 149.5, 'z': -1562.893555}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1456.858398, 'y': 159.973831, 'z': -1423.487549}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1559.145508, 'y': 162.910583, 'z': -1159.811157}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1507.596436, 'y': 162.26123, 'z': -1636.584961}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1386.686157, 'y': 149.5, 'z': -1370.645996}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1532.583984, 'y': 160.163528, 'z': -1602.808594}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1634.54541, 'y': 172.276474, 'z': -1268.915771}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1136.230713, 'y': 164.008347, 'z': -1616.010132}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1274.585693, 'y': 275.203339, 'z': -1056.693115}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1508.639771, 'y': 159.48291, 'z': -1506.217529}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1323.284546, 'y': 149.5, 'z': -1368.814575}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1555.544189, 'y': 149.5, 'z': -1471.043823}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1585.896606, 'y': 158.946533, 'z': -1142.171875}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1511.208008, 'y': 159.381989, 'z': -1514.856323}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1513.723511, 'y': 152.866196, 'z': -1120.557007}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1657.328369, 'y': 174.002548, 'z': -1327.664429}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1095.112793, 'y': 163.509186, 'z': -1586.811279}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1533.981323, 'y': 152.145355, 'z': -1082.655884}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1294.303467, 'y': 200.23613, 'z': -1032.023682}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1360.873413, 'y': 149.5, 'z': -1703.057861}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1128.264648, 'y': 149.5, 'z': -1477.585449}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1117.083008, 'y': 150.749451, 'z': -1450.476074}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1125.170166, 'y': 149.5, 'z': -1719.905029}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1412.477295, 'y': 168.503983, 'z': -1562.536377}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1282.198975, 'y': 151.250885, 'z': -1528.914795}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1639.728638, 'y': 171.315201, 'z': -1294.849243}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1320.189575, 'y': 256.350006, 'z': -1124.654663}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1443.46106, 'y': 149.5, 'z': -1368.434082}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1407.938721, 'y': 199.588882, 'z': -1222.977295}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1047.514893, 'y': 177.732483, 'z': -1255.574829}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1823.636597, 'y': 149.5, 'z': -1154.494751}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1324.467651, 'y': 149.5, 'z': -1389.281738}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1155.423096, 'y': 149.5, 'z': -1459.201904}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1413.057861, 'y': 171.308502, 'z': -1627.983276}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1480.873169, 'y': 161.571487, 'z': -1063.279053}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1544.872314, 'y': 149.5, 'z': -1652.418335}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1373.016235, 'y': 149.5, 'z': -1712.603882}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1080.251709, 'y': 149.5, 'z': -1825.321289}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1106.565063, 'y': 151.279968, 'z': -1633.127563}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'bamboo_forest', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1247.249512, 'y': 155.708496, 'z': -1634.940796}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1128.255005, 'y': 198.872986, 'z': -1277.279541}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1117.157959, 'y': 149.5, 'z': -1724.234985}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1594.053101, 'y': 149.5, 'z': -1546.408569}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1332.132202, 'y': 160.762833, 'z': -1332.364868}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1625.231201, 'y': 149.5, 'z': -1579.639282}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1528.249634, 'y': 153.982605, 'z': -1089.117676}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1345.784424, 'y': 199.981659, 'z': -1254.446411}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1649.964355, 'y': 149.5, 'z': -1117.137573}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1062.899536, 'y': 159.437561, 'z': -1157.010376}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1061.479614, 'y': 161.445175, 'z': -1374.951782}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1279.487183, 'y': 151.010193, 'z': -1518.728516}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1279.776978, 'y': 164.805496, 'z': -1333.04541}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1230.224731, 'y': 149.5, 'z': -1813.892578}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1257.246826, 'y': 224.767502, 'z': -1257.646851}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1068.929199, 'y': 175.93335, 'z': -1268.063354}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1723.312622, 'y': 149.972534, 'z': -1140.044556}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1106.549316, 'y': 198.895203, 'z': -1238.778442}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1122.207642, 'y': 161.783081, 'z': -1025.060059}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1385.235229, 'y': 196.0, 'z': -1134.687256}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1491.101929, 'y': 149.5, 'z': -1702.137451}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1611.953979, 'y': 151.365448, 'z': -1031.453003}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1153.475708, 'y': 268.96225, 'z': -1164.526611}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1466.892456, 'y': 177.961746, 'z': -1310.895142}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1260.162598, 'y': 151.010193, 'z': -1502.59668}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1517.666016, 'y': 175.587448, 'z': -1165.196411}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1098.447998, 'y': 150.827087, 'z': -1399.637207}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1533.850586, 'y': 174.026917, 'z': -1173.964355}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1009.576721, 'y': 176.310806, 'z': -1296.740845}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1028.175781, 'y': 159.561264, 'z': -1142.690063}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1601.343628, 'y': 176.528168, 'z': -1354.50354}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1167.879028, 'y': 149.5, 'z': -1439.848633}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1706.928101, 'y': 149.5, 'z': -1143.229614}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1685.952759, 'y': 149.5, 'z': -1137.689697}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1206.18042, 'y': 149.5, 'z': -1482.195313}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1593.456909, 'y': 149.5, 'z': -1540.298828}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1468.075928, 'y': 149.5, 'z': -1367.247192}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1109.594971, 'y': 149.5, 'z': -1698.334961}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1183.921753, 'y': 149.5, 'z': -1796.599243}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1166.010986, 'y': 269.567566, 'z': -1166.23877}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1378.893555, 'y': 149.5, 'z': -1743.518066}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1213.818359, 'y': 149.5, 'z': -1786.971558}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1593.242554, 'y': 149.5, 'z': -1574.903076}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1122.295898, 'y': 150.282333, 'z': -1684.722412}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'bamboo_forest', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1606.301025, 'y': 173.333908, 'z': -1354.390747}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1022.185364, 'y': 149.5, 'z': -1796.140869}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1398.698975, 'y': 161.011795, 'z': -1553.240723}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1723.465942, 'y': 153.314972, 'z': -1236.75708}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1197.238037, 'y': 149.5, 'z': -1733.844482}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1083.21106, 'y': 149.5, 'z': -1687.554688}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1178.231201, 'y': 162.617294, 'z': -1367.56543}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1157.717285, 'y': 149.5, 'z': -1465.33252}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1063.644897, 'y': 149.5, 'z': -1597.108887}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1397.81665, 'y': 161.881638, 'z': -1541.517944}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1354.146362, 'y': 196.0, 'z': -1170.463135}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1157.41748, 'y': 151.42775, 'z': -1686.190552}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'bamboo_forest', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1444.504028, 'y': 171.421921, 'z': -1555.376831}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1363.179932, 'y': 149.5, 'z': -1356.556519}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1660.48584, 'y': 150.595947, 'z': -1032.931274}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1345.332153, 'y': 198.737427, 'z': -1230.348755}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1640.952759, 'y': 175.06955, 'z': -1384.517334}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1127.976563, 'y': 268.959015, 'z': -1131.581299}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1458.785767, 'y': 149.5, 'z': -1671.532471}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1016.974487, 'y': 149.5, 'z': -1476.44873}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1836.605347, 'y': 149.5, 'z': -1023.461365}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1263.879028, 'y': 166.917465, 'z': -1342.771729}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1321.168823, 'y': 160.616302, 'z': -1310.60498}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1264.623169, 'y': 224.59375, 'z': -1272.946655}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1009.469482, 'y': 175.718567, 'z': -1375.365356}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1449.298096, 'y': 165.362595, 'z': -1609.776733}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1203.304199, 'y': 197.449997, 'z': -1295.433228}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1510.53772, 'y': 159.265778, 'z': -1593.118774}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1422.612549, 'y': 224.599579, 'z': -1124.581909}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1136.316406, 'y': 152.155655, 'z': -1662.394409}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1532.00293, 'y': 160.479523, 'z': -1608.154785}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1541.684448, 'y': 170.483398, 'z': -1219.794434}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1025.14563, 'y': 149.5, 'z': -1504.824585}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1228.429199, 'y': 149.5, 'z': -1417.383301}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1401.740112, 'y': 198.672287, 'z': -1158.03125}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1779.077881, 'y': 149.5, 'z': -1112.618896}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1560.650146, 'y': 159.827179, 'z': -1142.362671}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1497.550781, 'y': 150.997284, 'z': -1150.429932}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1155.041748, 'y': 149.972534, 'z': -1788.081543}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1316.449463, 'y': 256.350006, 'z': -1128.8125}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1029.763794, 'y': 176.86644, 'z': -1328.735107}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1425.489746, 'y': 149.5, 'z': -1394.013306}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1380.446899, 'y': 198.355377, 'z': -1066.545898}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1175.300903, 'y': 262.450012, 'z': -1134.805176}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 2}
