{'position': {'x': 1197.959839, 'y': 240.439575, 'z': -866.304688}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 833.184509, 'y': 293.819153, 'z': -741.659424}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 893.411682, 'y': 290.798218, 'z': -750.009338}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1117.546997, 'y': 250.5, 'z': -870.997253}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1077.555542, 'y': 259.43222, 'z': -822.006042}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 820.242737, 'y': 294.462219, 'z': -753.070068}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1244.290161, 'y': 234.531464, 'z': -885.900391}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 920.855957, 'y': 287.389496, 'z': -738.470398}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1218.296753, 'y': 234.923508, 'z': -885.841064}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1032.170044, 'y': 268.140106, 'z': -708.779907}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1225.369629, 'y': 238.886459, 'z': -878.168457}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 977.396118, 'y': 324.284424, 'z': -808.030334}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 983.474121, 'y': 277.371704, 'z': -725.595032}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1255.567383, 'y': 231.413284, 'z': -824.710999}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1108.036621, 'y': 262.04483, 'z': -752.268433}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 838.560547, 'y': 295.904053, 'z': -721.365234}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1127.242065, 'y': 253.323822, 'z': -793.601929}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 827.724976, 'y': 295.051575, 'z': -734.542053}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 766.290894, 'y': 281.895447, 'z': -707.381775}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 932.56665, 'y': 287.267487, 'z': -745.921753}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 967.183899, 'y': 324.287079, 'z': -797.587036}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1048.328125, 'y': 264.696747, 'z': -843.006348}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 887.720032, 'y': 290.193604, 'z': -735.824219}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1336.396973, 'y': 237.663193, 'z': -889.823914}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 882.312683, 'y': 292.336121, 'z': -779.07373}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 964.928223, 'y': 324.285248, 'z': -781.69458}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1216.35437, 'y': 241.701691, 'z': -819.231812}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1181.068359, 'y': 252.088623, 'z': -728.782776}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1173.774292, 'y': 250.458054, 'z': -828.755249}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 865.835205, 'y': 292.128693, 'z': -739.679138}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 816.970947, 'y': 295.709656, 'z': -767.975952}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1151.500244, 'y': 252.248672, 'z': -772.269104}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 896.448608, 'y': 291.258575, 'z': -722.466187}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 837.354065, 'y': 293.577393, 'z': -735.926819}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 806.810486, 'y': 296.969635, 'z': -733.470581}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 785.406555, 'y': 298.38385, 'z': -745.134888}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 815.39624, 'y': 296.375092, 'z': -774.906677}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1126.83313, 'y': 257.79126, 'z': -700.393127}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1275.811157, 'y': 227.588974, 'z': -858.959961}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1100.080688, 'y': 254.671066, 'z': -797.797729}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 788.962524, 'y': 294.427765, 'z': -770.62323}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1173.991089, 'y': 251.162216, 'z': -744.371155}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 854.190125, 'y': 292.942993, 'z': -732.266785}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1275.123901, 'y': 229.774963, 'z': -881.256531}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 867.861389, 'y': 293.361633, 'z': -777.995544}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1127.39502, 'y': 254.579559, 'z': -810.028625}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1115.543945, 'y': 256.851746, 'z': -823.704651}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1265.078613, 'y': 231.324554, 'z': -891.809143}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1278.894409, 'y': 228.146591, 'z': -816.787354}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 870.306274, 'y': 291.59552, 'z': -741.231323}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1270.121094, 'y': 228.414215, 'z': -830.172729}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1135.162231, 'y': 253.668503, 'z': -725.426575}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1120.888916, 'y': 259.448425, 'z': -693.320374}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1266.35144, 'y': 228.495438, 'z': -846.212952}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1109.20813, 'y': 254.227051, 'z': -795.728394}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1079.861816, 'y': 257.86496, 'z': -811.763306}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 817.600586, 'y': 294.213379, 'z': -746.339294}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 850.006714, 'y': 295.480865, 'z': -723.458801}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1110.818481, 'y': 255.580688, 'z': -717.467285}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1229.875366, 'y': 235.523819, 'z': -814.810181}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1178.505615, 'y': 251.298416, 'z': -755.653381}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1135.325317, 'y': 250.5, 'z': -865.070923}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1158.784424, 'y': 250.5, 'z': -789.789368}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1162.535645, 'y': 249.114914, 'z': -744.970764}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1222.83252, 'y': 233.358826, 'z': -892.202698}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1209.128662, 'y': 245.452728, 'z': -835.049927}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1036.722534, 'y': 264.157776, 'z': -725.219666}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1232.302612, 'y': 231.819412, 'z': -898.615356}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1196.235718, 'y': 243.099991, 'z': -843.541016}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 906.565063, 'y': 289.116577, 'z': -730.109619}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1120.354736, 'y': 360.928711, 'z': -891.796753}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1118.846191, 'y': 254.011642, 'z': -795.955994}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1073.864014, 'y': 257.480927, 'z': -738.799072}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1066.209961, 'y': 267.451019, 'z': -712.281982}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 835.065369, 'y': 299.639252, 'z': -777.770142}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1116.911621, 'y': 262.873413, 'z': -762.159241}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1125.407349, 'y': 250.5, 'z': -834.592712}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 852.71344, 'y': 306.405029, 'z': -796.839294}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1138.616211, 'y': 250.5, 'z': -838.241455}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 4}
{'position': {'x': 1137.54126, 'y': 252.405411, 'z': -754.341492}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1295.120605, 'y': 224.305206, 'z': -822.482849}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 873.082947, 'y': 313.84314, 'z': -819.154419}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1223.494751, 'y': 240.213699, 'z': -831.959412}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1132.159302, 'y': 163.377289, 'z': -697.646362}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 989.223999, 'y': 294.718262, 'z': -864.891968}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1143.318237, 'y': 163.391357, 'z': -699.719116}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 993.163208, 'y': 294.759491, 'z': -864.033752}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1156.947754, 'y': 163.402405, 'z': -696.591919}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 993.5047, 'y': 294.627502, 'z': -868.490845}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 988.367554, 'y': 294.285828, 'z': -881.116211}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1260.667969, 'y': 267.610657, 'z': -968.992859}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 991.722534, 'y': 321.626862, 'z': -882.912109}, 'level_range': {'x': 25.0, 'y': 33.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1251.783203, 'y': 294.252686, 'z': -930.626099}, 'level_range': {'x': 14.0, 'y': 15.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 980.73877, 'y': 294.620667, 'z': -860.51709}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1270.909546, 'y': 267.563538, 'z': -961.061462}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 983.593018, 'y': 294.610046, 'z': -863.320679}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 995.604919, 'y': 294.493317, 'z': -877.262878}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1026.446289, 'y': 328.087097, 'z': -920.932495}, 'level_range': {'x': 25.0, 'y': 33.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 993.564819, 'y': 321.010284, 'z': -877.25354}, 'level_range': {'x': 25.0, 'y': 33.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1138.994995, 'y': 163.387741, 'z': -700.784668}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1141.754639, 'y': 163.366852, 'z': -686.918884}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1140.638184, 'y': 163.479706, 'z': -704.029175}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 976.278076, 'y': 293.914612, 'z': -879.523071}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 978.501343, 'y': 293.982178, 'z': -880.501831}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1130.159302, 'y': 163.376755, 'z': -694.469421}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 992.642578, 'y': 294.59964, 'z': -871.511841}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 979.917175, 'y': 294.424805, 'z': -873.182983}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 990.027344, 'y': 294.641052, 'z': -872.108032}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1155.87085, 'y': 163.365265, 'z': -692.266541}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1164.517578, 'y': 163.451477, 'z': -699.276733}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 985.384888, 'y': 321.632599, 'z': -888.966309}, 'level_range': {'x': 25.0, 'y': 33.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1006.141846, 'y': 294.949493, 'z': -866.924927}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 998.841431, 'y': 294.50589, 'z': -871.890503}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 988.538452, 'y': 294.698792, 'z': -867.591919}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 985.379272, 'y': 294.192841, 'z': -879.948242}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1041.23999, 'y': 416.748596, 'z': -935.809937}, 'level_range': {'x': 25.0, 'y': 32.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1261.609009, 'y': 267.567322, 'z': -960.727661}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 979.906616, 'y': 294.558197, 'z': -862.457031}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 984.377869, 'y': 294.626282, 'z': -863.673401}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 988.479309, 'y': 323.961212, 'z': -899.991211}, 'level_range': {'x': 25.0, 'y': 33.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1047.182495, 'y': 416.635284, 'z': -946.111938}, 'level_range': {'x': 25.0, 'y': 32.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1049.16748, 'y': 416.861969, 'z': -944.570129}, 'level_range': {'x': 25.0, 'y': 32.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1155.488525, 'y': 163.376831, 'z': -693.601929}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 4}
