{'position': {'x': 797.203674, 'y': 181.719055, 'z': -1510.565674}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 324.187683, 'y': 184.643356, 'z': -1418.006714}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 647.540771, 'y': 182.513733, 'z': -1498.74939}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 492.845795, 'y': 186.79953, 'z': -1478.511108}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 455.033386, 'y': 185.08519, 'z': -1590.333374}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 658.120361, 'y': 183.63945, 'z': -1579.552246}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 827.356506, 'y': 182.900314, 'z': -1530.163818}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 412.861084, 'y': 178.971909, 'z': -1473.990601}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 776.994751, 'y': 185.167343, 'z': -1497.185547}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 438.134644, 'y': 194.873779, 'z': -1315.523682}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 331.20694, 'y': 185.134918, 'z': -1410.499756}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 683.053284, 'y': 183.676422, 'z': -1666.777222}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 439.444794, 'y': 186.611496, 'z': -1619.630249}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 433.287933, 'y': 178.855331, 'z': -1470.527466}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 526.478638, 'y': 189.835022, 'z': -1553.047363}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 765.478088, 'y': 186.716064, 'z': -1494.331909}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 384.163269, 'y': 185.044373, 'z': -1627.281006}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 621.834595, 'y': 189.317047, 'z': -1400.601563}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 656.160645, 'y': 195.976166, 'z': -1481.412964}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 577.316467, 'y': 181.405655, 'z': -1399.59436}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 467.0448, 'y': 183.978638, 'z': -1491.235229}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 691.881958, 'y': 178.00267, 'z': -1530.596436}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 656.760376, 'y': 178.581039, 'z': -1541.947876}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 556.426331, 'y': 194.929199, 'z': -1641.344849}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 474.110229, 'y': 185.250198, 'z': -1603.16272}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 585.587585, 'y': 185.274353, 'z': -1596.67334}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 647.913757, 'y': 187.992981, 'z': -1455.064331}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 513.93042, 'y': 196.828568, 'z': -1496.442261}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 395.794159, 'y': 183.420181, 'z': -1458.925415}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 751.680542, 'y': 189.214157, 'z': -1552.587891}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 721.238098, 'y': 186.265976, 'z': -1435.970581}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 721.747925, 'y': 187.182877, 'z': -1619.474121}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 723.91748, 'y': 186.478851, 'z': -1446.19751}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 436.68634, 'y': 193.363434, 'z': -1412.585205}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 374.06955, 'y': 185.059845, 'z': -1547.745483}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 631.908813, 'y': 176.472519, 'z': -1552.716187}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 432.881531, 'y': 190.084366, 'z': -1647.661255}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 481.201416, 'y': 199.494995, 'z': -1446.227905}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 402.728333, 'y': 180.332153, 'z': -1466.838989}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 689.600403, 'y': 184.836502, 'z': -1415.923828}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 519.812805, 'y': 191.762268, 'z': -1623.982544}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 381.506622, 'y': 180.105301, 'z': -1410.369629}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 606.9151, 'y': 187.4263, 'z': -1398.524658}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 353.459167, 'y': 195.047958, 'z': -1377.972656}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 450.305542, 'y': 197.977737, 'z': -1433.967407}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 812.419739, 'y': 182.677765, 'z': -1532.516602}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 817.624268, 'y': 183.673508, 'z': -1535.868408}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 518.138855, 'y': 189.175125, 'z': -1557.234009}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 618.256409, 'y': 191.294952, 'z': -1388.721802}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 451.011688, 'y': 191.266571, 'z': -1554.876099}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 398.039886, 'y': 196.244217, 'z': -1524.499756}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 619.149109, 'y': 180.518463, 'z': -1520.088257}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 501.511444, 'y': 187.252609, 'z': -1414.825073}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 408.437347, 'y': 182.528931, 'z': -1406.945923}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 731.415894, 'y': 188.667923, 'z': -1631.849365}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 640.483582, 'y': 185.104797, 'z': -1494.409668}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 379.010681, 'y': 189.609344, 'z': -1461.702148}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 383.264435, 'y': 195.128983, 'z': -1330.893188}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 502.613373, 'y': 184.805145, 'z': -1406.816162}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 737.739258, 'y': 191.161118, 'z': -1493.199585}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 668.163269, 'y': 184.701279, 'z': -1414.999512}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 479.857819, 'y': 185.464478, 'z': -1480.818359}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 563.744629, 'y': 185.217087, 'z': -1605.255249}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 488.330109, 'y': 187.308868, 'z': -1489.839722}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 347.950012, 'y': 186.702026, 'z': -1474.361572}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 604.648682, 'y': 182.199921, 'z': -1608.73938}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 604.125671, 'y': 192.463974, 'z': -1639.370728}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 333.334137, 'y': 185.182953, 'z': -1444.999756}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 464.350159, 'y': 182.246811, 'z': -1382.159424}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 497.302399, 'y': 192.535172, 'z': -1536.323853}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 636.604248, 'y': 191.306107, 'z': -1639.924683}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 500.447388, 'y': 186.082825, 'z': -1410.592651}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 442.947205, 'y': 180.275787, 'z': -1502.187134}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 620.70575, 'y': 188.400665, 'z': -1658.161499}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 413.855621, 'y': 191.424118, 'z': -1648.316406}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 807.993652, 'y': 182.002182, 'z': -1515.152954}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 643.023804, 'y': 195.502548, 'z': -1619.174805}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 696.37146, 'y': 184.893738, 'z': -1664.34729}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 394.265564, 'y': 196.180786, 'z': -1517.198853}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 418.857544, 'y': 186.380615, 'z': -1570.29187}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 418.412476, 'y': 189.077637, 'z': -1560.302734}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 573.314819, 'y': 183.730331, 'z': -1381.915161}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 492.252167, 'y': 183.674789, 'z': -1361.306396}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 624.484253, 'y': 185.801315, 'z': -1453.989624}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 472.637268, 'y': 183.195526, 'z': -1472.113037}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 474.796631, 'y': 203.774841, 'z': -1525.333008}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 802.566711, 'y': 182.778992, 'z': -1547.149292}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 473.205963, 'y': 194.257599, 'z': -1429.546265}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 426.814575, 'y': 199.144608, 'z': -1422.609863}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 654.785645, 'y': 184.657623, 'z': -1663.296265}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 461.751617, 'y': 184.609726, 'z': -1345.90686}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 688.962341, 'y': 178.208511, 'z': -1541.726929}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 696.27417, 'y': 184.819794, 'z': -1420.629883}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 737.43634, 'y': 188.314926, 'z': -1614.741455}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 360.564117, 'y': 183.378052, 'z': -1570.737061}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 637.31488, 'y': 184.243088, 'z': -1679.36145}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 752.652283, 'y': 188.902802, 'z': -1553.364868}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 448.016602, 'y': 179.836578, 'z': -1466.039673}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 376.954773, 'y': 197.601166, 'z': -1362.7948}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 565.267883, 'y': 193.247131, 'z': -1526.445557}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 671.260437, 'y': 176.844482, 'z': -1521.108643}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 442.947449, 'y': 185.324753, 'z': -1596.415771}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 467.821716, 'y': 191.668625, 'z': -1311.050049}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 619.175598, 'y': 185.197449, 'z': -1453.138306}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 664.441345, 'y': 183.301758, 'z': -1574.237671}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 460.530151, 'y': 192.851486, 'z': -1308.885376}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 738.864075, 'y': 186.682129, 'z': -1595.126831}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 336.002838, 'y': 186.44577, 'z': -1468.830322}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 624.635071, 'y': 175.847107, 'z': -1555.362183}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 599.101196, 'y': 183.387924, 'z': -1453.870483}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 693.745483, 'y': 186.376968, 'z': -1622.009766}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 469.166718, 'y': 186.258789, 'z': -1576.180542}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 679.103516, 'y': 186.451141, 'z': -1455.022949}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 752.239441, 'y': 187.091995, 'z': -1563.002197}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 469.256897, 'y': 183.939255, 'z': -1498.412231}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 584.613647, 'y': 194.01001, 'z': -1506.161377}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 420.738556, 'y': 179.448074, 'z': -1459.098022}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 488.05127, 'y': 193.659775, 'z': -1312.907837}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 567.229126, 'y': 181.489655, 'z': -1446.419067}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 570.75885, 'y': 183.467468, 'z': -1380.108643}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 724.666748, 'y': 187.904816, 'z': -1456.145386}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 498.744293, 'y': 190.914413, 'z': -1542.47168}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 521.239929, 'y': 181.224457, 'z': -1392.360962}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 747.015991, 'y': 191.467133, 'z': -1655.166016}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 652.89563, 'y': 190.128632, 'z': -1636.857788}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 411.121979, 'y': 188.447876, 'z': -1636.670776}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 502.795105, 'y': 192.583908, 'z': -1532.58728}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 340.151215, 'y': 184.437805, 'z': -1432.949829}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 582.816711, 'y': 194.31958, 'z': -1509.595459}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 578.428711, 'y': 192.326614, 'z': -1507.045288}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 432.122589, 'y': 200.401245, 'z': -1430.462646}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 665.213318, 'y': 177.301605, 'z': -1528.091675}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 755.638794, 'y': 197.974884, 'z': -1636.732788}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 643.376709, 'y': 183.585281, 'z': -1497.346558}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 439.8172, 'y': 200.484406, 'z': -1291.68689}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 710.010864, 'y': 186.112549, 'z': -1649.616333}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 450.352448, 'y': 185.352066, 'z': -1391.496582}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 740.670898, 'y': 192.390854, 'z': -1514.28186}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 513.221069, 'y': 181.646606, 'z': -1391.897583}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 388.254425, 'y': 194.298264, 'z': -1332.08313}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 416.869781, 'y': 185.834396, 'z': -1617.61084}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 702.778931, 'y': 190.700851, 'z': -1587.838013}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 348.26709, 'y': 182.808502, 'z': -1601.059082}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 363.140259, 'y': 182.34108, 'z': -1591.113037}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 663.485168, 'y': 185.034546, 'z': -1658.288208}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 617.487, 'y': 185.808701, 'z': -1409.976563}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 436.181549, 'y': 179.136215, 'z': -1460.163818}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
{'position': {'x': 387.74823, 'y': 187.957855, 'z': -1456.661133}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'tsuchi', 'area_no': 10}
