{'position': {'x': 1418.115356, 'y': 101.407539, 'z': -364.868439}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1418.704346, 'y': 112.190208, 'z': -435.353851}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1360.342773, 'y': 106.879082, 'z': -440.646454}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1407.232178, 'y': 101.201111, 'z': -363.269104}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1437.038086, 'y': 180.198929, 'z': -618.470825}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1494.77771, 'y': 103.575943, 'z': -379.945343}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1306.764771, 'y': 118.51992, 'z': -523.095154}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1260.385132, 'y': 107.835579, 'z': -442.324829}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1338.935425, 'y': 149.163727, 'z': -619.194275}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1514.204346, 'y': 121.084694, 'z': -487.983521}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1424.38208, 'y': 101.026665, 'z': -356.090393}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1415.01416, 'y': 131.491638, 'z': -501.864197}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1420.451904, 'y': 115.844673, 'z': -451.366577}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1471.644165, 'y': 114.939491, 'z': -436.530121}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1416.718018, 'y': 107.944443, 'z': -310.093445}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1252.036377, 'y': 109.010376, 'z': -478.607422}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1333.30542, 'y': 164.811691, 'z': -678.055969}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1542.507568, 'y': 138.309662, 'z': -537.594055}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1375.558838, 'y': 137.202103, 'z': -726.743713}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1495.827271, 'y': 103.995308, 'z': -383.957794}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1370.256592, 'y': 115.012894, 'z': -470.621765}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1393.674438, 'y': 101.253548, 'z': -366.49762}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1569.941895, 'y': 104.0, 'z': -452.203552}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1468.625488, 'y': 101.463982, 'z': -339.559418}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1338.353149, 'y': 165.47084, 'z': -679.01532}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1498.437378, 'y': 107.806252, 'z': -421.24585}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1302.658081, 'y': 106.879082, 'z': -423.254547}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1304.179932, 'y': 146.962723, 'z': -608.341919}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1445.126465, 'y': 101.194832, 'z': -351.437744}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1422.871216, 'y': 101.308067, 'z': -328.652161}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1313.172485, 'y': 106.923874, 'z': -402.12204}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1426.769775, 'y': 138.264709, 'z': -514.200684}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1411.878906, 'y': 173.115997, 'z': -634.038452}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1406.365601, 'y': 118.206436, 'z': -472.695648}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1368.794312, 'y': 106.879082, 'z': -397.739258}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1488.550415, 'y': 101.5, 'z': -313.072754}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1446.341553, 'y': 128.481888, 'z': -487.640564}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1415.533813, 'y': 138.233398, 'z': -521.167175}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1476.217407, 'y': 106.743835, 'z': -296.882355}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1281.635132, 'y': 109.113815, 'z': -499.603973}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1469.836426, 'y': 102.078804, 'z': -302.873871}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1515.219849, 'y': 139.143997, 'z': -524.989807}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1402.050781, 'y': 107.153793, 'z': -321.063782}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1536.255859, 'y': 111.345055, 'z': -473.458252}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1475.721069, 'y': 113.696434, 'z': -431.222626}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1573.266968, 'y': 104.438416, 'z': -462.916504}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1350.156128, 'y': 106.879082, 'z': -413.335938}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1525.398682, 'y': 104.129868, 'z': -419.910004}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1264.725464, 'y': 136.574493, 'z': -586.811157}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1213.7323, 'y': 179.289703, 'z': -654.756775}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1591.181641, 'y': 131.23558, 'z': -555.146667}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1448.782837, 'y': 141.02388, 'z': -521.39679}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1394.425537, 'y': 107.475418, 'z': -429.674133}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1341.418701, 'y': 124.476242, 'z': -525.855286}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1455.173462, 'y': 120.674835, 'z': -459.812286}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1570.917358, 'y': 109.701675, 'z': -487.752045}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1402.439819, 'y': 124.905014, 'z': -496.586243}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1471.358154, 'y': 133.461212, 'z': -501.463837}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1496.345947, 'y': 114.327927, 'z': -442.595093}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1350.700317, 'y': 141.116043, 'z': -596.936768}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1325.647583, 'y': 106.879082, 'z': -437.364014}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1418.989624, 'y': 154.268188, 'z': -569.82135}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1550.850708, 'y': 148.406387, 'z': -589.183777}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1368.005859, 'y': 106.879082, 'z': -425.875061}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1498.84082, 'y': 107.847717, 'z': -422.0}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1276.062622, 'y': 149.714294, 'z': -604.977051}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1382.643311, 'y': 166.381592, 'z': -683.657166}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1433.827393, 'y': 101.189468, 'z': -349.012268}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1304.453247, 'y': 116.269859, 'z': -501.549835}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1481.949829, 'y': 117.288643, 'z': -461.282532}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1351.236572, 'y': 106.879082, 'z': -409.322815}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1377.955688, 'y': 117.058189, 'z': -489.981812}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1532.967529, 'y': 104.309128, 'z': -428.630096}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1566.668823, 'y': 104.19471, 'z': -455.267456}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1388.373291, 'y': 106.879082, 'z': -411.259064}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1246.548096, 'y': 109.222755, 'z': -523.185486}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1515.483521, 'y': 107.13649, 'z': -432.927521}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1450.91748, 'y': 108.218544, 'z': -404.042175}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1530.707886, 'y': 145.438995, 'z': -550.226501}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1298.840576, 'y': 106.879082, 'z': -419.085083}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1465.610352, 'y': 124.295578, 'z': -473.56604}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1358.16272, 'y': 108.198402, 'z': -453.984833}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1285.913696, 'y': 110.06871, 'z': -478.677216}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1455.664673, 'y': 141.06752, 'z': -521.931274}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1465.821655, 'y': 137.871063, 'z': -513.230835}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1487.342651, 'y': 105.736008, 'z': -394.076508}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1474.922729, 'y': 105.385391, 'z': -387.465302}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1390.110596, 'y': 135.503983, 'z': -558.278076}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1488.019897, 'y': 127.571823, 'z': -491.074951}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1464.919189, 'y': 101.448906, 'z': -337.039886}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1402.289429, 'y': 113.120461, 'z': -450.82486}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1270.927368, 'y': 137.33815, 'z': -569.506531}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1404.556396, 'y': 101.562233, 'z': -371.701752}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1326.606079, 'y': 146.506607, 'z': -612.211365}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1439.723755, 'y': 124.123413, 'z': -475.170959}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1312.640015, 'y': 106.879082, 'z': -457.887451}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1410.893921, 'y': 101.767929, 'z': -373.298462}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1405.101318, 'y': 111.899055, 'z': -444.838684}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1367.576172, 'y': 124.968422, 'z': -751.235718}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1570.503296, 'y': 105.759071, 'z': -466.634827}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1451.187744, 'y': 179.017319, 'z': -631.315369}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1311.872925, 'y': 114.3041, 'z': -487.014221}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1502.923462, 'y': 103.545197, 'z': -386.652832}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1354.195313, 'y': 132.524643, 'z': -565.60675}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1594.616089, 'y': 104.010872, 'z': -472.60022}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1367.916138, 'y': 134.356323, 'z': -564.401367}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1315.037231, 'y': 149.319962, 'z': -625.560791}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1518.244629, 'y': 147.47081, 'z': -579.995911}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1352.531616, 'y': 146.509079, 'z': -611.372559}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1331.888794, 'y': 144.235962, 'z': -604.806335}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1457.592896, 'y': 137.149017, 'z': -509.916504}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1632.884399, 'y': 109.668465, 'z': -547.352173}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1489.718872, 'y': 101.493141, 'z': -306.398407}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1349.998779, 'y': 154.79454, 'z': -638.042603}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1419.15918, 'y': 101.526741, 'z': -366.711975}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1463.535278, 'y': 126.635971, 'z': -482.032776}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1300.746948, 'y': 117.460762, 'z': -527.383911}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1442.544189, 'y': 128.318466, 'z': -487.433258}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1461.72522, 'y': 106.865356, 'z': -396.591949}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1478.941895, 'y': 110.00386, 'z': -419.955444}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1533.671997, 'y': 138.352402, 'z': -530.492493}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1348.963867, 'y': 142.697693, 'z': -600.855347}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1431.966797, 'y': 166.499344, 'z': -667.281433}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1434.651489, 'y': 105.584801, 'z': -391.114532}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1409.843506, 'y': 113.094406, 'z': -446.197784}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1405.694824, 'y': 116.603096, 'z': -465.212982}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1430.001831, 'y': 118.049553, 'z': -455.410706}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1312.408936, 'y': 106.954895, 'z': -400.383362}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1294.406616, 'y': 107.001152, 'z': -408.775879}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1438.432129, 'y': 123.721138, 'z': -473.951691}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1481.481445, 'y': 103.480446, 'z': -369.878815}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1546.341797, 'y': 116.244415, 'z': -491.66568}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1324.344482, 'y': 124.909515, 'z': -534.943665}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1481.533081, 'y': 143.538452, 'z': -552.466919}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1417.430054, 'y': 110.749359, 'z': -427.630524}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1501.395386, 'y': 159.02005, 'z': -601.144165}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1328.603149, 'y': 139.464951, 'z': -594.740784}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1349.2677, 'y': 149.25441, 'z': -619.502991}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1537.765015, 'y': 148.881439, 'z': -593.144043}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1374.003052, 'y': 107.033707, 'z': -439.48172}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1432.631104, 'y': 101.364235, 'z': -358.545197}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1397.029175, 'y': 106.418152, 'z': -401.881744}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1431.917847, 'y': 101.205353, 'z': -339.590027}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1385.957642, 'y': 117.152931, 'z': -485.27771}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1576.376709, 'y': 114.792763, 'z': -506.972229}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1343.598633, 'y': 128.78949, 'z': -537.205688}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1519.494507, 'y': 104.957222, 'z': -418.098541}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1419.283447, 'y': 111.022179, 'z': -428.047516}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1411.538086, 'y': 105.971245, 'z': -398.333466}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
