{'position': {'x': 529.604187, 'y': 27.0, 'z': -913.678772}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 967.136658, 'y': 300.112427, 'z': -996.295654}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1023.833557, 'y': 323.897125, 'z': -1126.602905}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 843.381165, 'y': 300.006104, 'z': -1202.078003}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1180.821289, 'y': 434.254883, 'z': -1232.111572}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 916.775574, 'y': 293.177917, 'z': -1355.131592}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 802.913757, 'y': 299.66626, 'z': -1214.00061}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 765.603394, 'y': 27.0, 'z': -793.193665}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1051.360229, 'y': 27.0, 'z': -782.381714}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 836.738098, 'y': 300.105194, 'z': -1259.97644}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 781.542297, 'y': 299.243134, 'z': -1236.925537}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1042.10022, 'y': 296.160645, 'z': -1172.852295}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 770.580872, 'y': 295.842651, 'z': -1299.338745}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 905.071533, 'y': 293.281525, 'z': -1351.97876}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1150.680054, 'y': 366.966156, 'z': -1094.105469}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1134.029541, 'y': 439.382568, 'z': -1255.102173}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 752.721436, 'y': 300.389465, 'z': -1205.554199}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 923.630249, 'y': 300.165131, 'z': -994.17688}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1168.859741, 'y': 370.128632, 'z': -1068.156006}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1130.385254, 'y': 368.309814, 'z': -1044.908813}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 721.100647, 'y': 289.354828, 'z': -1284.834839}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 899.972595, 'y': 291.250397, 'z': -1400.538818}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 686.633911, 'y': 300.908447, 'z': -1144.678467}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1145.148193, 'y': 439.205261, 'z': -1250.78418}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1030.68811, 'y': 300.482697, 'z': -901.816833}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1209.934082, 'y': 432.667603, 'z': -1152.909912}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1041.695557, 'y': 362.982391, 'z': -970.250488}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1087.828369, 'y': 295.031158, 'z': -1207.034058}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 853.68689, 'y': 300.2966, 'z': -1250.730347}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 696.528015, 'y': 302.137451, 'z': -1154.799805}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1008.375122, 'y': 323.719696, 'z': -1118.07019}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 972.274719, 'y': 341.726685, 'z': -1250.537964}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1052.807861, 'y': 296.160645, 'z': -1168.1875}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1278.534668, 'y': 235.387772, 'z': -1034.845215}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 919.954773, 'y': 300.362122, 'z': -998.317078}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 840.907776, 'y': 300.006104, 'z': -1227.397827}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 766.966431, 'y': 300.273163, 'z': -1002.479309}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 958.429382, 'y': 303.132935, 'z': -1099.116821}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1022.225525, 'y': 284.096497, 'z': -1309.5271}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 806.943115, 'y': 289.415222, 'z': -1405.62085}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 771.557739, 'y': 301.007507, 'z': -994.186584}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1107.984375, 'y': 355.738983, 'z': -1131.766724}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1210.266846, 'y': 412.434021, 'z': -1068.748413}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 973.437744, 'y': 27.0, 'z': -750.416443}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1127.587769, 'y': 140.672043, 'z': -1268.759644}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1053.789307, 'y': 367.282776, 'z': -954.017029}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 808.743408, 'y': 289.415863, 'z': -1376.375}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1065.32373, 'y': 340.749573, 'z': -1113.151855}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'ruins', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 948.19696, 'y': 302.43634, 'z': -1158.488281}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 849.890137, 'y': 295.178314, 'z': -1336.881592}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1124.267212, 'y': 27.0, 'z': -799.011169}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1058.587036, 'y': 368.279785, 'z': -955.614197}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1223.000488, 'y': 131.457214, 'z': -1289.761353}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 748.603333, 'y': 285.525177, 'z': -1375.925537}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 833.14917, 'y': 295.806519, 'z': -1340.932251}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 890.989685, 'y': 300.089935, 'z': -1214.471436}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 511.571686, 'y': 27.0, 'z': -1315.994629}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 739.800232, 'y': 298.758911, 'z': -1259.334961}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1058.427734, 'y': 336.948547, 'z': -1014.738403}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 867.360901, 'y': 27.0, 'z': -821.517029}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 881.415771, 'y': 27.0, 'z': -798.662048}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1283.022583, 'y': 211.4198, 'z': -1113.432617}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 852.604553, 'y': 300.167999, 'z': -1271.835815}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 766.717285, 'y': 290.071747, 'z': -1339.693115}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 797.141541, 'y': 293.281097, 'z': -1345.911377}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 804.377808, 'y': 299.251923, 'z': -1286.37085}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 804.000427, 'y': 27.0, 'z': -818.979187}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 727.72467, 'y': 299.572357, 'z': -1250.119995}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1125.554199, 'y': 371.579681, 'z': -984.618591}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1246.47937, 'y': 127.662819, 'z': -1307.433716}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 858.185486, 'y': 300.006104, 'z': -1226.697632}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1083.043091, 'y': 144.726532, 'z': -1293.092773}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1086.46936, 'y': 27.0, 'z': -794.961731}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 843.509644, 'y': 300.280792, 'z': -1173.452026}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1218.202148, 'y': 425.91925, 'z': -1127.118408}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 587.236694, 'y': 27.0, 'z': -1431.324951}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 922.606445, 'y': 300.219757, 'z': -1014.26947}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 917.99231, 'y': 300.384399, 'z': -1161.471802}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 881.431824, 'y': 305.024017, 'z': -946.6651}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1045.17334, 'y': 365.649292, 'z': -945.106384}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1042.572998, 'y': 292.542358, 'z': -1243.924438}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1016.60437, 'y': 360.404602, 'z': -959.670654}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1060.562378, 'y': 365.292297, 'z': -978.957336}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 959.314026, 'y': 300.187134, 'z': -958.78772}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1240.248413, 'y': 127.845825, 'z': -1300.061157}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 694.743713, 'y': 301.431427, 'z': -1209.275391}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 869.788513, 'y': 293.349121, 'z': -1350.810547}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 876.586365, 'y': 27.0, 'z': -831.596436}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1004.445923, 'y': 287.944824, 'z': -1274.244385}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1258.002197, 'y': 238.341797, 'z': -964.486877}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1094.963867, 'y': 375.122375, 'z': -952.658936}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1020.620361, 'y': 289.431091, 'z': -1269.077881}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 802.82959, 'y': 305.143524, 'z': -948.109558}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 940.555908, 'y': 300.379517, 'z': -1076.057983}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'town', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1178.635132, 'y': 137.703842, 'z': -1294.849976}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 903.179382, 'y': 27.0, 'z': -815.604858}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 515.616333, 'y': 27.0, 'z': -1340.174438}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1186.134644, 'y': 435.724152, 'z': -1154.64917}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1066.230713, 'y': 150.572052, 'z': -1335.743652}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 969.53949, 'y': 300.219635, 'z': -1191.401733}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 761.13092, 'y': 288.472931, 'z': -1368.530151}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1073.221558, 'y': 296.160645, 'z': -1163.864868}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1112.743286, 'y': 340.767212, 'z': -1064.224121}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'ruins', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 760.508362, 'y': 27.0, 'z': -850.608765}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 600.09491, 'y': 27.0, 'z': -867.759338}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1201.066406, 'y': 397.912476, 'z': -1072.468994}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 942.990112, 'y': 300.391785, 'z': -1063.700684}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 656.533691, 'y': 27.0, 'z': -1342.116577}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 745.240906, 'y': 302.269958, 'z': -1178.156128}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 602.123474, 'y': 27.0, 'z': -1332.065308}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 779.206726, 'y': 27.0, 'z': -785.129822}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1103.550781, 'y': 340.719055, 'z': -1062.299805}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'ruins', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 812.268616, 'y': 299.68512, 'z': -1216.180054}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1143.094849, 'y': 366.861542, 'z': -1090.792847}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 741.274902, 'y': 301.164764, 'z': -1206.528442}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 974.364624, 'y': 27.0, 'z': -772.42688}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1207.797974, 'y': 134.666153, 'z': -1299.592285}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1116.294189, 'y': 356.385193, 'z': -1141.453125}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1266.876587, 'y': 237.33725, 'z': -1022.429443}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 706.14856, 'y': 281.450256, 'z': -1352.336182}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 786.594543, 'y': 300.75177, 'z': -1175.058838}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 786.678711, 'y': 294.30307, 'z': -1322.809814}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1025.180298, 'y': 300.489105, 'z': -916.674988}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1116.009277, 'y': 370.295685, 'z': -1018.617737}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 613.286865, 'y': 27.0, 'z': -1304.36438}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 923.451355, 'y': 301.886536, 'z': -1324.172363}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 712.484619, 'y': 300.419861, 'z': -1110.89563}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1124.348511, 'y': 378.76709, 'z': -951.177673}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 840.722412, 'y': 296.16983, 'z': -1329.732666}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1232.210083, 'y': 424.47226, 'z': -1233.911255}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1151.413574, 'y': 370.347595, 'z': -1000.540771}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1262.32666, 'y': 238.234756, 'z': -963.7948}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 876.585876, 'y': 27.0, 'z': -814.447754}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1136.82666, 'y': 27.0, 'z': -791.879578}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 951.604736, 'y': 301.628204, 'z': -1150.047241}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1187.091675, 'y': 398.548523, 'z': -1043.348633}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1199.232178, 'y': 434.318756, 'z': -1203.879883}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 1013.409973, 'y': 286.844818, 'z': -1285.920898}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 6}
{'position': {'x': 944.261597, 'y': 300.294434, 'z': -1089.725586}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 492.0784, 'y': 27.0, 'z': -1130.231567}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 1232.501221, 'y': 27.0, 'z': -830.011047}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 940.53949, 'y': 302.123657, 'z': -1155.665283}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 897.291138, 'y': 291.161163, 'z': -1399.637451}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 922.381348, 'y': 293.017151, 'z': -1376.918701}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1172.206177, 'y': 27.0, 'z': -807.660828}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 760.203857, 'y': 286.542633, 'z': -1379.1427}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 519.681702, 'y': 27.0, 'z': -1030.426025}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 883.212891, 'y': 300.280792, 'z': -1171.764404}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
