{'position': {'x': 2559.166016, 'y': 436.4711, 'z': -3563.982422}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3242.375, 'y': 345.989471, 'z': -3587.139893}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2836.03418, 'y': 411.054871, 'z': -3415.364258}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2265.091064, 'y': 251.510712, 'z': -3187.455811}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2271.937744, 'y': 256.748108, 'z': -3138.009033}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2641.447266, 'y': 306.749207, 'z': -3210.264404}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3070.094238, 'y': 525.176697, 'z': -3644.637695}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3171.892822, 'y': 327.358856, 'z': -3553.429443}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2975.520264, 'y': 277.438049, 'z': -3321.699463}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2373.645996, 'y': 272.976166, 'z': -3462.469238}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2977.769775, 'y': 503.272156, 'z': -3600.526611}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2874.533691, 'y': 394.464966, 'z': -3373.208984}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3389.168213, 'y': 402.684937, 'z': -4043.163086}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2340.596191, 'y': 256.472534, 'z': -3208.048096}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2790.268311, 'y': 236.437485, 'z': -3097.065918}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2836.842041, 'y': 201.916626, 'z': -2966.562256}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2695.360352, 'y': 310.867737, 'z': -3270.31958}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3031.45874, 'y': 199.902344, 'z': -2739.01123}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2949.64917, 'y': 199.899689, 'z': -2798.110352}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2790.913818, 'y': 231.865952, 'z': -3057.648926}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3119.722656, 'y': 554.118408, 'z': -3896.981689}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2868.063721, 'y': 395.435303, 'z': -3384.130371}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2567.288818, 'y': 447.901825, 'z': -3625.425781}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2325.831543, 'y': 219.916367, 'z': -3435.064697}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2667.475098, 'y': 294.117584, 'z': -3167.972656}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2414.668945, 'y': 255.550369, 'z': -3440.584717}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2688.153809, 'y': 337.568634, 'z': -3457.275146}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2380.652832, 'y': 251.731094, 'z': -3422.301514}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2946.845703, 'y': 199.150696, 'z': -3027.835693}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2528.511475, 'y': 351.320862, 'z': -3230.750244}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2717.282715, 'y': 426.209686, 'z': -3594.104736}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2832.083984, 'y': 555.558105, 'z': -3697.315918}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2491.369629, 'y': 307.865204, 'z': -3110.92334}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2412.514893, 'y': 250.704636, 'z': -3374.957764}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2866.489014, 'y': 245.188766, 'z': -3083.650146}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2996.811035, 'y': 171.642319, 'z': -2886.574707}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2399.212402, 'y': 248.33493, 'z': -3378.078857}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2648.866699, 'y': 313.012756, 'z': -3221.980713}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2480.69873, 'y': 301.278503, 'z': -3263.664063}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2661.581543, 'y': 307.467743, 'z': -3247.648193}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3027.228027, 'y': 450.018982, 'z': -3533.717773}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2898.546875, 'y': 501.397034, 'z': -3579.674072}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2827.300781, 'y': 479.325287, 'z': -3597.426758}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2450.973633, 'y': 250.213333, 'z': -3347.552734}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2199.227539, 'y': 199.993896, 'z': -3162.84082}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2741.790039, 'y': 441.527649, 'z': -3628.49585}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2754.321045, 'y': 272.796875, 'z': -3201.350342}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3288.106934, 'y': 469.668854, 'z': -3978.189453}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3123.013916, 'y': 555.601807, 'z': -3887.331299}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2421.129395, 'y': 328.744415, 'z': -3552.438721}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3188.42627, 'y': 328.931915, 'z': -3546.712891}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2956.466797, 'y': 614.380554, 'z': -3762.799072}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3297.121094, 'y': 463.973572, 'z': -3866.736084}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2679.973389, 'y': 339.028015, 'z': -3399.912842}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2721.900391, 'y': 337.991455, 'z': -3443.009521}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2592.85376, 'y': 308.548004, 'z': -3086.273193}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2610.928223, 'y': 359.016388, 'z': -3420.310059}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 3056.001953, 'y': 587.35675, 'z': -3891.514404}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2473.981934, 'y': 300.552643, 'z': -3303.128662}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2704.67041, 'y': 368.03009, 'z': -3508.955078}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2728.822021, 'y': 369.991669, 'z': -3524.672607}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3072.094971, 'y': 185.229309, 'z': -2998.492432}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2801.9104, 'y': 474.518219, 'z': -3635.345703}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3046.628662, 'y': 177.983887, 'z': -2975.717773}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3234.406006, 'y': 490.911438, 'z': -4003.399902}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3391.808105, 'y': 400.187103, 'z': -4041.912354}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2429.348633, 'y': 374.956238, 'z': -3625.961426}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3335.772461, 'y': 385.753937, 'z': -3736.739746}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2689.383789, 'y': 335.327942, 'z': -3387.359131}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3290.301025, 'y': 360.466736, 'z': -3629.072266}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2729.365967, 'y': 309.995636, 'z': -3363.199951}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2997.150635, 'y': 474.28244, 'z': -3557.486816}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3324.409668, 'y': 443.25238, 'z': -3974.384766}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2762.781738, 'y': 246.253571, 'z': -3085.313477}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2666.470947, 'y': 343.016327, 'z': -3400.673096}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3004.568359, 'y': 251.897415, 'z': -3299.288086}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2405.12915, 'y': 256.860443, 'z': -3313.685059}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3364.271484, 'y': 406.141968, 'z': -3785.670898}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2803.985107, 'y': 247.43924, 'z': -3160.715576}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2456.203125, 'y': 250.166382, 'z': -3338.731689}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3355.785645, 'y': 426.730316, 'z': -3921.136963}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 3063.605957, 'y': 200.405243, 'z': -2723.884277}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2524.915527, 'y': 350.586853, 'z': -3225.550049}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2660.019531, 'y': 399.420593, 'z': -3565.934814}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3164.090576, 'y': 545.49469, 'z': -3847.170166}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2528.102539, 'y': 324.578278, 'z': -3437.548828}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3361.706299, 'y': 424.572357, 'z': -3911.935303}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2710.132813, 'y': 364.52655, 'z': -3496.194092}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2639.345459, 'y': 526.107056, 'z': -3643.579834}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2752.172607, 'y': 253.275162, 'z': -3110.819336}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2808.803711, 'y': 229.500992, 'z': -3095.233887}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3333.530273, 'y': 439.90686, 'z': -3963.779541}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2949.717529, 'y': 507.463257, 'z': -3600.423584}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2920.005615, 'y': 636.704834, 'z': -3807.777588}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2738.230225, 'y': 436.592743, 'z': -3565.387207}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2912.125, 'y': 391.053711, 'z': -3379.321289}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 3123.442627, 'y': 558.056274, 'z': -3832.854736}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2545.871826, 'y': 365.753296, 'z': -3257.71167}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2855.505127, 'y': 201.524323, 'z': -2996.005615}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2751.120361, 'y': 250.100876, 'z': -3025.724365}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2842.803223, 'y': 404.091156, 'z': -3402.199219}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2318.154541, 'y': 215.319382, 'z': -3422.398438}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'suna_sunahama', 'area_no': 17}
{'position': {'x': 2991.666016, 'y': 251.917068, 'z': -3316.670166}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 3093.74707, 'y': 163.924133, 'z': -2897.743408}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3110.678955, 'y': 495.186462, 'z': -3633.896973}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3050.990967, 'y': 199.98175, 'z': -2742.971924}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2685.857178, 'y': 341.196106, 'z': -3417.345703}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3035.937012, 'y': 199.932861, 'z': -2724.337158}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3019.154785, 'y': 210.443085, 'z': -3066.156006}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'mountain', 'substance': 'tsuchi', 'area_no': 17}
{'position': {'x': 3008.927246, 'y': 199.963379, 'z': -2744.894043}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 3033.176758, 'y': 530.513245, 'z': -3650.721191}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3006.697754, 'y': 175.925751, 'z': -2925.973633}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2952.868408, 'y': 268.041046, 'z': -3274.382568}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 3039.574219, 'y': 199.993896, 'z': -2635.969482}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 3450.206787, 'y': 394.115967, 'z': -4017.103271}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2784.91333, 'y': 253.877777, 'z': -3169.480957}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2997.057373, 'y': 489.418793, 'z': -3592.72876}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3012.697266, 'y': 566.716003, 'z': -3676.910889}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3461.302246, 'y': 361.646698, 'z': -4105.495605}, 'level_range': {'x': 40.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2702.307373, 'y': 314.652863, 'z': -3324.672363}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3036.275391, 'y': 621.012451, 'z': -3845.717041}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2423.328125, 'y': 300.006104, 'z': -3232.758789}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2841.579834, 'y': 486.219055, 'z': -3604.924316}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3223.697754, 'y': 480.840607, 'z': -3853.252686}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3152.18335, 'y': 517.533203, 'z': -3718.302979}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3045.460938, 'y': 535.184998, 'z': -3671.14624}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2474.408447, 'y': 300.649841, 'z': -3302.000244}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3318.12207, 'y': 379.583008, 'z': -3701.797607}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2911.682129, 'y': 200.223587, 'z': -3043.882324}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2998.535889, 'y': 509.374634, 'z': -3624.984619}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2699.572266, 'y': 309.219849, 'z': -3277.365234}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2353.28833, 'y': 236.732697, 'z': -3600.761719}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 3441.635742, 'y': 297.640198, 'z': -3699.661621}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2658.267578, 'y': 333.602325, 'z': -3335.098389}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3105.447021, 'y': 163.501465, 'z': -2904.155762}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2804.071289, 'y': 405.23291, 'z': -3408.209961}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 2698.800293, 'y': 296.157562, 'z': -3221.387939}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2446.527588, 'y': 254.256058, 'z': -3327.162842}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2738.138916, 'y': 439.664001, 'z': -3625.484375}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3043.664551, 'y': 493.544647, 'z': -3604.099609}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3040.360596, 'y': 241.194839, 'z': -3326.105713}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2848.509521, 'y': 460.645538, 'z': -3507.621826}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3029.225098, 'y': 176.228226, 'z': -2957.947266}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 2995.25, 'y': 425.752411, 'z': -3483.700684}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 17}
{'position': {'x': 3394.801025, 'y': 421.491821, 'z': -3991.493408}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
{'position': {'x': 2467.173828, 'y': 307.862366, 'z': -3180.410645}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 17}
{'position': {'x': 3283.14209, 'y': 367.512573, 'z': -3663.72876}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 17}
