{'position': {'x': 645.118103, 'y': 308.577362, 'z': -2312.565186}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1455.240356, 'y': 250.102097, 'z': -2268.458496}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1339.090942, 'y': 200.397827, 'z': -2539.637695}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 543.951904, 'y': 250.299576, 'z': -2493.712158}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1391.277466, 'y': 150.003052, 'z': -1956.54834}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1649.850342, 'y': 250.259399, 'z': -2483.464844}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 516.992493, 'y': 250.520889, 'z': -2491.31665}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1055.060913, 'y': 193.718079, 'z': -2006.038452}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1517.143799, 'y': 152.480576, 'z': -2034.358887}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1236.562256, 'y': 238.420898, 'z': -2436.455078}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1364.479736, 'y': 249.470062, 'z': -2303.037109}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1604.238037, 'y': 201.321655, 'z': -3070.53418}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1145.405396, 'y': 253.523407, 'z': -2360.390869}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1429.723633, 'y': 151.011322, 'z': -1981.975098}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1316.298462, 'y': 263.732239, 'z': -2385.753418}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1229.462769, 'y': 237.960999, 'z': -2498.587646}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1167.256592, 'y': 171.878128, 'z': -1959.608032}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1385.419434, 'y': 191.586594, 'z': -2652.134766}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1157.753418, 'y': 200.200623, 'z': -2582.371826}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1236.766479, 'y': 153.529617, 'z': -1810.186401}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 990.742981, 'y': 205.312714, 'z': -2500.063477}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 855.304199, 'y': 240.029495, 'z': -2364.516602}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1503.045898, 'y': 250.916107, 'z': -2320.098633}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1206.148804, 'y': 152.95755, 'z': -1856.012451}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1396.057251, 'y': 251.523819, 'z': -2413.416992}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1246.237915, 'y': 199.62767, 'z': -2582.773682}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1732.483154, 'y': 251.731049, 'z': -2664.657715}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1299.565796, 'y': 148.443329, 'z': -1956.189331}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 9}
{'position': {'x': 1397.931885, 'y': 200.45784, 'z': -2741.797607}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 828.403809, 'y': 253.904663, 'z': -1948.764404}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1036.844971, 'y': 225.660736, 'z': -1576.774658}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1302.643921, 'y': 188.686264, 'z': -2726.774414}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1080.812256, 'y': 150.889572, 'z': -1611.712769}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1358.69873, 'y': 150.237854, 'z': -1970.403931}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 430.779541, 'y': 204.952209, 'z': -2526.478516}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 819.035461, 'y': 200.024414, 'z': -2490.729736}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1214.395508, 'y': 150.003052, 'z': -1928.435425}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1423.200684, 'y': 150.757339, 'z': -1991.816772}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1693.861694, 'y': 253.950455, 'z': -2522.225098}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1260.875732, 'y': 300.19342, 'z': -2328.883789}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1310.872803, 'y': 251.78685, 'z': -2423.591797}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1401.95752, 'y': 250.824066, 'z': -2269.894043}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1131.6698, 'y': 168.746017, 'z': -1825.787109}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1459.069336, 'y': 263.413269, 'z': -2363.399658}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1002.135986, 'y': 205.754532, 'z': -2396.230713}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1379.880371, 'y': 241.561447, 'z': -2580.095459}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 704.734009, 'y': 245.479111, 'z': -2377.913574}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1082.309204, 'y': 232.222427, 'z': -2420.208252}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1418.739136, 'y': 252.325287, 'z': -2198.760742}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1110.889771, 'y': 188.271439, 'z': -1937.599365}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 878.247742, 'y': 106.79435, 'z': -1515.734741}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 464.071472, 'y': 283.373779, 'z': -2077.015381}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1278.811157, 'y': 132.75351, 'z': -1837.287354}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1277.853027, 'y': 150.044586, 'z': -1989.933228}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1063.500122, 'y': 200.924438, 'z': -2480.75}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1241.705566, 'y': 197.245636, 'z': -2631.645508}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 9}
{'position': {'x': 1363.319946, 'y': 180.611496, 'z': -2766.239014}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 994.280396, 'y': 195.935654, 'z': -2066.822998}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1055.829956, 'y': 150.587662, 'z': -1428.930298}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1262.704834, 'y': 295.20639, 'z': -2347.442383}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1335.083984, 'y': 155.005966, 'z': -2005.281616}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1435.921387, 'y': 204.207855, 'z': -2146.522949}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1244.924561, 'y': 305.740204, 'z': -2255.455078}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1258.120361, 'y': 236.802795, 'z': -2442.831787}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1214.084717, 'y': 237.73761, 'z': -2490.210938}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1621.647217, 'y': 203.127594, 'z': -3069.315674}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1136.408936, 'y': 183.875504, 'z': -1927.41687}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 714.979309, 'y': 289.985504, 'z': -2024.086914}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1071.987305, 'y': 150.222626, 'z': -1504.090088}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1269.685791, 'y': 300.878082, 'z': -2319.275391}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 712.879395, 'y': 299.244598, 'z': -2295.490479}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1151.065796, 'y': 159.895676, 'z': -1753.809448}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1100.724731, 'y': 158.269485, 'z': -1740.720703}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1338.329834, 'y': 190.485718, 'z': -2675.126221}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 571.324097, 'y': 27.0, 'z': -1758.376831}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1444.599243, 'y': 263.326355, 'z': -2363.706299}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1680.038452, 'y': 209.400909, 'z': -2819.034668}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1181.462402, 'y': 300.451111, 'z': -2277.442383}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1279.453857, 'y': 199.533951, 'z': -2580.446289}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1197.06311, 'y': 153.60434, 'z': -1858.599609}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 737.700012, 'y': 27.0, 'z': -1599.794312}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1482.761597, 'y': 252.545456, 'z': -2335.641357}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 749.19342, 'y': 27.876614, 'z': -1603.633423}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 9}
{'position': {'x': 1183.989136, 'y': 151.867722, 'z': -1873.541626}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1148.27002, 'y': 247.5737, 'z': -2507.075195}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1092.053101, 'y': 157.900238, 'z': -1706.075562}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1403.149292, 'y': 264.466553, 'z': -2353.921875}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1157.803589, 'y': 156.463394, 'z': -1706.983643}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1241.190674, 'y': 152.817337, 'z': -1850.088867}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1237.82251, 'y': 150.20372, 'z': -1911.481323}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1611.134399, 'y': 251.490143, 'z': -2370.526123}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1510.835693, 'y': 152.415604, 'z': -1974.477661}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1668.583008, 'y': 251.193558, 'z': -2679.647217}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1187.827026, 'y': 156.479202, 'z': -1762.187134}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'doro', 'area_no': 9}
{'position': {'x': 536.189636, 'y': 200.375168, 'z': -2573.510742}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1248.159668, 'y': 299.842499, 'z': -2317.777832}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1551.484253, 'y': 152.524002, 'z': -2059.166992}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1019.075378, 'y': 201.475754, 'z': -2503.387207}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1120.785889, 'y': 179.735352, 'z': -1891.939697}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1240.347168, 'y': 152.256409, 'z': -1869.462402}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1087.598999, 'y': 154.057678, 'z': -1646.045166}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1030.456177, 'y': 199.841949, 'z': -2499.397217}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1095.985718, 'y': 168.635025, 'z': -1834.532227}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1325.740845, 'y': 261.489471, 'z': -2274.599121}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 715.625854, 'y': 201.94754, 'z': -1795.314941}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1292.811279, 'y': 301.557159, 'z': -2314.65332}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 895.15802, 'y': 296.297424, 'z': -2245.803467}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1293.921997, 'y': 154.835129, 'z': -2009.509033}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1021.02179, 'y': 201.193665, 'z': -2502.359619}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1214.118042, 'y': 236.626709, 'z': -2454.9021}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 643.108032, 'y': 332.801331, 'z': -2208.816162}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1215.918335, 'y': 236.095322, 'z': -2465.285889}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 914.630493, 'y': 251.879898, 'z': -2103.741455}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1063.2948, 'y': 200.32692, 'z': -2497.533203}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1144.025269, 'y': 161.864273, 'z': -1772.251953}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1222.043457, 'y': 173.17598, 'z': -2063.05957}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1114.217773, 'y': 199.164795, 'z': -2563.855713}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1282.196655, 'y': 200.647781, 'z': -2543.659424}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1266.668335, 'y': 146.092484, 'z': -1915.464478}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1732.640259, 'y': 207.047653, 'z': -2814.087646}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 541.538452, 'y': 310.450256, 'z': -2134.870117}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1012.03125, 'y': 204.543732, 'z': -2434.648193}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1124.286499, 'y': 247.45163, 'z': -2450.101563}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1334.582397, 'y': 157.307068, 'z': -2046.988037}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1219.443848, 'y': 200.364838, 'z': -2565.887695}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1605.048096, 'y': 294.951141, 'z': -2436.781982}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 678.26593, 'y': 201.459, 'z': -1823.911255}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1123.462646, 'y': 199.435501, 'z': -2594.654785}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1663.763184, 'y': 204.209351, 'z': -2838.84668}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1325.55957, 'y': 200.335556, 'z': -2572.606689}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1368.906128, 'y': 249.740585, 'z': -2396.091064}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1300.221436, 'y': 251.873795, 'z': -2403.74585}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 698.364746, 'y': 299.519836, 'z': -2276.384033}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1596.148315, 'y': 151.447464, 'z': -2052.223633}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1237.844727, 'y': 196.617432, 'z': -2646.394531}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1798.167603, 'y': 207.465408, 'z': -2794.790039}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1762.430664, 'y': 210.400681, 'z': -2764.407227}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1126.660767, 'y': 192.019638, 'z': -1980.272217}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 987.840149, 'y': 225.633514, 'z': -1662.28833}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1283.11499, 'y': 152.056076, 'z': -2727.197754}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1177.815308, 'y': 238.691269, 'z': -2558.022705}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1611.702148, 'y': 253.225784, 'z': -2380.07373}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1606.56958, 'y': 245.218994, 'z': -2689.239258}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1101.890991, 'y': 158.435822, 'z': -1766.597778}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1284.601318, 'y': 170.180161, 'z': -2108.02417}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1031.23291, 'y': 199.783279, 'z': -2083.969238}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1135.173706, 'y': 199.902344, 'z': -2558.414795}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1168.821411, 'y': 173.166473, 'z': -1865.248535}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
