{'position': {'x': 1145.618408, 'y': 66.483757, 'z': -3404.503418}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 11}
{'position': {'x': 747.731262, 'y': 98.558548, 'z': -3206.118896}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1514.039307, 'y': 184.836594, 'z': -3154.225586}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 635.216675, 'y': 48.003098, 'z': -3443.529297}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1389.678101, 'y': 102.496117, 'z': -3323.517334}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 705.136658, 'y': 52.421886, 'z': -3443.939941}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 719.838867, 'y': 68.203453, 'z': -3420.121826}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 972.62323, 'y': 71.729195, 'z': -3395.692139}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1465.43335, 'y': 184.889633, 'z': -3193.175049}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1067.634766, 'y': 67.350861, 'z': -3395.8396}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1479.785278, 'y': 97.004341, 'z': -3302.44043}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 760.83136, 'y': 69.882828, 'z': -3415.54541}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 977.54071, 'y': 100.805511, 'z': -3258.833496}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1412.386719, 'y': 192.366867, 'z': -3266.286621}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 575.823303, 'y': 27.375938, 'z': -3204.203125}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 11}
{'position': {'x': 889.348755, 'y': 61.713249, 'z': -3418.280029}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 896.503784, 'y': 77.35878, 'z': -3343.35498}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1320.485596, 'y': 170.930496, 'z': -3186.83667}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1206.291504, 'y': 64.499718, 'z': -3404.160156}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1019.360168, 'y': 70.553703, 'z': -3365.830078}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1135.758301, 'y': 163.584198, 'z': -3213.532471}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1202.74939, 'y': 165.765594, 'z': -3171.616943}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 11}
{'position': {'x': 833.261475, 'y': 60.66658, 'z': -3424.218262}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 682.954895, 'y': 27.345419, 'z': -3273.953125}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 11}
{'position': {'x': 845.043213, 'y': 90.369087, 'z': -3240.64209}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 568.439514, 'y': 50.034748, 'z': -3352.389893}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1196.496948, 'y': 64.480659, 'z': -3417.686035}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 877.405334, 'y': 86.136353, 'z': -3261.037842}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 858.572205, 'y': 82.282265, 'z': -3322.414551}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 871.649963, 'y': 87.005836, 'z': -3254.552002}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 872.275085, 'y': 84.959633, 'z': -3270.416504}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1283.166504, 'y': 64.624718, 'z': -3396.213623}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 604.523865, 'y': 46.259747, 'z': -3446.752441}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1183.516968, 'y': 163.523163, 'z': -3197.139404}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 815.328857, 'y': 79.556938, 'z': -3389.004639}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 941.053772, 'y': 100.624161, 'z': -3166.975342}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 678.951782, 'y': 27.314899, 'z': -3287.067383}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 11}
{'position': {'x': 1200.749878, 'y': 64.535957, 'z': -3406.539307}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1190.256836, 'y': 163.523163, 'z': -3196.575195}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 360.673615, 'y': 27.0, 'z': -3129.729492}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 11}
{'position': {'x': 1362.174805, 'y': 178.165878, 'z': -3171.424561}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 988.968018, 'y': 71.533066, 'z': -3337.038086}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1327.012451, 'y': 170.904358, 'z': -3293.688965}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 387.165131, 'y': 27.0, 'z': -3192.619385}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 11}
{'position': {'x': 776.066589, 'y': 87.954376, 'z': -3280.101807}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1176.196899, 'y': 164.419769, 'z': -3185.666504}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 858.126282, 'y': 108.774925, 'z': -3111.665771}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1452.976196, 'y': 97.004341, 'z': -3382.450928}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 773.228577, 'y': 101.639641, 'z': -3104.691162}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1209.857178, 'y': 165.049469, 'z': -3173.578369}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 11}
{'position': {'x': 1179.302979, 'y': 163.523163, 'z': -3209.53833}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 805.478577, 'y': 96.07592, 'z': -3190.071533}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 790.853333, 'y': 82.936623, 'z': -3334.688477}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1452.790039, 'y': 97.004341, 'z': -3386.818359}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1301.989746, 'y': 75.962883, 'z': -3362.093506}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1306.960205, 'y': 166.435806, 'z': -3316.655273}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1215.035522, 'y': 163.584198, 'z': -3217.9646}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 803.501953, 'y': 92.881897, 'z': -3254.693359}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1015.833252, 'y': 69.978554, 'z': -3354.112549}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1130.687256, 'y': 65.595284, 'z': -3376.122803}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'suna_sabaku', 'area_no': 11}
{'position': {'x': 1498.522461, 'y': 180.819778, 'z': -3186.2771}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1182.271973, 'y': 163.516693, 'z': -3253.08252}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 801.594543, 'y': 102.216133, 'z': -3117.790283}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 755.855591, 'y': 68.545944, 'z': -3365.617188}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1008.078796, 'y': 63.035801, 'z': -3420.482178}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1412.729614, 'y': 97.004349, 'z': -3400.107178}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1180.686279, 'y': 166.468231, 'z': -3166.296631}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 11}
{'position': {'x': 1370.870361, 'y': 178.381729, 'z': -3188.981934}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 840.039856, 'y': 110.438705, 'z': -3094.161377}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1032.545044, 'y': 164.635818, 'z': -3228.660156}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1057.654663, 'y': 68.496605, 'z': -3390.931641}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1451.312134, 'y': 100.025764, 'z': -3293.54248}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 755.603394, 'y': 99.157661, 'z': -3154.46875}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1405.043579, 'y': 97.004349, 'z': -3410.156738}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 965.02478, 'y': 100.940857, 'z': -3246.822266}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 795.932129, 'y': 84.601784, 'z': -3313.080566}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1223.199707, 'y': 160.709091, 'z': -3302.576904}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 799.96167, 'y': 105.950584, 'z': -3088.161621}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1499.461426, 'y': 137.123871, 'z': -3245.271484}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1537.142212, 'y': 147.193787, 'z': -3127.249512}, 'level_range': {'x': 22.0, 'y': 24.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1327.366333, 'y': 171.950043, 'z': -3198.67334}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 672.282288, 'y': 78.605225, 'z': -3192.787598}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 635.88678, 'y': 27.0, 'z': -3266.015137}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 11}
{'position': {'x': 1248.046753, 'y': 165.259903, 'z': -3186.05542}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 884.736694, 'y': 74.460876, 'z': -3392.341797}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1167.729492, 'y': 164.443039, 'z': -3258.063965}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 631.467773, 'y': 84.599892, 'z': -3167.232178}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 601.648254, 'y': 71.239227, 'z': -3100.318848}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 911.624084, 'y': 73.605774, 'z': -3376.128174}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1267.082153, 'y': 162.518768, 'z': -3291.363525}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 589.005981, 'y': 73.712715, 'z': -3143.8125}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1358.318115, 'y': 105.408867, 'z': -3335.606201}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 11}
{'position': {'x': 1106.03125, 'y': 164.274368, 'z': -3190.54248}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1427.729248, 'y': 97.004341, 'z': -3414.813477}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 641.493286, 'y': 80.222481, 'z': -3118.017822}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 697.87384, 'y': 60.588581, 'z': -3379.551025}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1434.498779, 'y': 97.004349, 'z': -3407.20752}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1141.825073, 'y': 64.3591, 'z': -3413.396484}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1402.997559, 'y': 106.066216, 'z': -3375.009033}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 853.270386, 'y': 76.579475, 'z': -3391.352783}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1210.654419, 'y': 163.584198, 'z': -3221.951416}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1404.96521, 'y': 101.481102, 'z': -3328.172119}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1425.680176, 'y': 103.910629, 'z': -3352.567139}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1043.051147, 'y': 71.371246, 'z': -3385.240234}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 904.998291, 'y': 100.701393, 'z': -3247.383789}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1026.53833, 'y': 167.803177, 'z': -3176.263916}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 990.349548, 'y': 70.408348, 'z': -3387.924561}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1102.376831, 'y': 163.584198, 'z': -3195.225342}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1442.414917, 'y': 180.28746, 'z': -3167.024902}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1248.06543, 'y': 71.477203, 'z': -3382.657715}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1110.8479, 'y': 65.832138, 'z': -3392.100098}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1017.292542, 'y': 167.409378, 'z': -3169.815918}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1454.545288, 'y': 184.956451, 'z': -3245.320557}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 812.399231, 'y': 101.019424, 'z': -3124.486328}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 845.880371, 'y': 81.446648, 'z': -3347.881592}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 718.059448, 'y': 99.451347, 'z': -3160.91333}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 922.416931, 'y': 105.010536, 'z': -3147.960938}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 926.47699, 'y': 99.532669, 'z': -3221.703369}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 895.736511, 'y': 76.397163, 'z': -3358.007568}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 859.641541, 'y': 89.297043, 'z': -3238.352783}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1232.102051, 'y': 71.298286, 'z': -3392.963379}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 11}
{'position': {'x': 855.493103, 'y': 75.909332, 'z': -3407.505127}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 738.013062, 'y': 98.383041, 'z': -3201.729004}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1297.962891, 'y': 167.599625, 'z': -3198.368164}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 726.333008, 'y': 97.952385, 'z': -3131.131836}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 913.235291, 'y': 80.604645, 'z': -3290.814209}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 949.907593, 'y': 100.516647, 'z': -3166.619141}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1255.552734, 'y': 165.501556, 'z': -3181.94458}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 631.171021, 'y': 27.0, 'z': -3237.370117}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 11}
{'position': {'x': 786.819275, 'y': 111.063728, 'z': -3049.943359}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1265.570923, 'y': 163.523163, 'z': -3232.302246}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1133.61377, 'y': 166.751678, 'z': -3282.318604}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1069.657959, 'y': 67.802391, 'z': -3368.267334}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1097.903442, 'y': 164.356735, 'z': -3233.826904}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 945.695801, 'y': 77.005264, 'z': -3304.308594}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1154.834229, 'y': 163.584198, 'z': -3201.653809}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1231.724243, 'y': 71.307175, 'z': -3384.615479}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1209.244995, 'y': 162.251465, 'z': -3288.0896}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1038.063354, 'y': 63.328735, 'z': -3423.482422}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 1249.0802, 'y': 163.523163, 'z': -3257.99707}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1019.890686, 'y': 168.117935, 'z': -3195.130615}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 811.332031, 'y': 99.29142, 'z': -3157.33667}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 666.253906, 'y': 89.813179, 'z': -3087.087402}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 752.061523, 'y': 95.490051, 'z': -3221.648438}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 878.32843, 'y': 80.092667, 'z': -3331.76709}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 782.831055, 'y': 96.011543, 'z': -3198.507324}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 1426.792969, 'y': 177.967773, 'z': -3156.835449}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
{'position': {'x': 694.93335, 'y': 51.759251, 'z': -3442.577148}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 11}
{'position': {'x': 948.991394, 'y': 99.343559, 'z': -3228.14209}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 11}
