{'position': {'x': 1363.722778, 'y': 125.038193, 'z': -1430.194214}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 2138.608643, 'y': 135.793701, 'z': -1438.630371}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1281.511841, 'y': 123.666809, 'z': -1321.868042}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1299.22229, 'y': 179.140549, 'z': -1156.416748}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2172.920654, 'y': 27.0, 'z': -815.367371}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 5}
{'position': {'x': 2320.264893, 'y': 103.704041, 'z': -1046.960938}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1635.990723, 'y': 27.0, 'z': -893.958557}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1781.915527, 'y': 54.013294, 'z': -966.251038}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1474.112183, 'y': 167.556076, 'z': -1111.52478}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2384.931641, 'y': 100.805603, 'z': -927.656494}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1369.111816, 'y': 172.753296, 'z': -1167.879517}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1277.030396, 'y': 125.292366, 'z': -1346.724854}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1717.420166, 'y': 131.157227, 'z': -1187.346191}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2070.19751, 'y': 142.562225, 'z': -1334.757813}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1914.292358, 'y': 63.205765, 'z': -864.456543}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2344.845459, 'y': 110.682419, 'z': -988.426392}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1342.477417, 'y': 27.0, 'z': -861.905212}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1376.766968, 'y': 27.0, 'z': -858.323425}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 2324.494873, 'y': 104.97879, 'z': -1057.127197}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1621.696533, 'y': 27.0, 'z': -874.786804}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 2256.040771, 'y': 105.48101, 'z': -898.440002}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2105.076172, 'y': 137.005569, 'z': -1402.095093}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1326.270386, 'y': 122.908104, 'z': -1390.962769}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1670.970703, 'y': 50.31657, 'z': -950.370422}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1439.759521, 'y': 117.669167, 'z': -1067.923462}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2105.812256, 'y': 117.343147, 'z': -1563.63501}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1332.872681, 'y': 231.488785, 'z': -1018.766174}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1707.17041, 'y': 51.484875, 'z': -987.741272}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1646.755859, 'y': 109.686867, 'z': -1252.425415}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1387.832031, 'y': 129.489349, 'z': -932.876831}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2029.623779, 'y': 128.505859, 'z': -1226.049316}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1426.752197, 'y': 141.617798, 'z': -1275.735107}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1661.974731, 'y': 128.064865, 'z': -1163.632202}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1618.27124, 'y': 109.717392, 'z': -1267.749268}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1927.56543, 'y': 118.39019, 'z': -1139.983643}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1748.397583, 'y': 52.341427, 'z': -969.432312}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1523.867065, 'y': 109.73082, 'z': -1306.178467}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2012.307251, 'y': 161.009262, 'z': -1028.354736}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1855.081787, 'y': 99.5718, 'z': -1281.305664}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1829.157959, 'y': 27.0, 'z': -871.921082}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1678.746338, 'y': 105.553596, 'z': -1077.787354}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2101.834717, 'y': 144.585678, 'z': -946.477722}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1840.255371, 'y': 99.279739, 'z': -1248.764038}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2084.80127, 'y': 117.024216, 'z': -898.886719}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1609.24292, 'y': 49.097084, 'z': -1006.353271}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1399.452026, 'y': 136.308777, 'z': -1047.334106}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1328.784668, 'y': 123.392685, 'z': -1412.309082}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1508.44458, 'y': 117.967392, 'z': -1050.035767}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1389.659546, 'y': 130.613403, 'z': -941.857483}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1817.321777, 'y': 81.399574, 'z': -1055.543823}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1617.713501, 'y': 27.0, 'z': -868.316162}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 2040.52002, 'y': 128.974228, 'z': -1287.028076}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1663.690063, 'y': 50.021366, 'z': -993.767944}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1466.956543, 'y': 119.83223, 'z': -1075.651367}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1142.856812, 'y': 99.887619, 'z': -1459.195923}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1721.165894, 'y': 50.00568, 'z': -932.474609}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1671.487427, 'y': 129.684692, 'z': -1177.225098}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1206.030029, 'y': 137.271973, 'z': -1355.323364}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1371.168579, 'y': 194.192795, 'z': -1129.199707}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1490.843262, 'y': 112.176949, 'z': -1023.952271}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2051.287109, 'y': 116.668419, 'z': -897.714844}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1703.180664, 'y': 132.736267, 'z': -1137.008789}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1283.002075, 'y': 238.118164, 'z': -946.699646}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1882.51123, 'y': 124.015892, 'z': -1173.636841}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2089.174316, 'y': 150.970886, 'z': -976.487549}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1593.32312, 'y': 118.898117, 'z': -1227.233643}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1814.339722, 'y': 99.03791, 'z': -1229.56665}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1722.757202, 'y': 50.045433, 'z': -938.270386}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1828.267334, 'y': 79.384827, 'z': -1042.601318}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2083.463867, 'y': 136.371094, 'z': -1310.918579}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1846.660278, 'y': 99.462257, 'z': -1306.656738}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1440.261475, 'y': 119.87822, 'z': -1083.019775}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1955.4104, 'y': 59.087894, 'z': -860.680542}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1406.865723, 'y': 134.555038, 'z': -1029.819946}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2005.617554, 'y': 27.0, 'z': -778.808899}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1496.745361, 'y': 27.0, 'z': -903.837402}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1867.323975, 'y': 123.351044, 'z': -1140.87207}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1975.925293, 'y': 27.0, 'z': -804.616943}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1944.038574, 'y': 61.646641, 'z': -910.305115}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1697.613037, 'y': 50.592434, 'z': -1026.012329}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1911.094971, 'y': 63.205765, 'z': -856.370789}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1470.470215, 'y': 113.452034, 'z': -1031.751343}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1715.665405, 'y': 51.786648, 'z': -1002.500061}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2018.702637, 'y': 161.797897, 'z': -1032.592529}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2163.918457, 'y': 138.966522, 'z': -939.768555}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1414.837158, 'y': 164.472137, 'z': -1122.464233}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1896.673096, 'y': 118.302948, 'z': -1125.181519}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2151.595947, 'y': 155.60408, 'z': -1336.436157}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1445.57019, 'y': 173.324356, 'z': -1174.169067}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1929.578369, 'y': 117.968819, 'z': -1106.166382}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2062.946045, 'y': 128.396866, 'z': -1436.217773}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1816.658081, 'y': 80.22747, 'z': -1048.587769}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1518.618042, 'y': 27.0, 'z': -908.652405}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1620.51001, 'y': 109.868149, 'z': -1283.158936}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2058.262939, 'y': 157.704285, 'z': -957.098999}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1723.476318, 'y': 27.0, 'z': -892.862366}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1647.337646, 'y': 51.564121, 'z': -1045.335938}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1607.85437, 'y': 122.041046, 'z': -1216.059814}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1669.377075, 'y': 109.717392, 'z': -1251.336914}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2080.762939, 'y': 93.600433, 'z': -864.390747}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1470.869629, 'y': 168.80127, 'z': -1151.371216}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1544.277588, 'y': 133.18573, 'z': -1177.169434}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1241.994751, 'y': 125.768707, 'z': -1512.176636}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1325.457153, 'y': 176.679153, 'z': -1163.685425}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1773.434326, 'y': 121.203911, 'z': -1153.695068}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2185.886963, 'y': 137.176559, 'z': -955.83429}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1675.67688, 'y': 49.865501, 'z': -1015.18103}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1448.032349, 'y': 141.812332, 'z': -1264.855835}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1814.544189, 'y': 99.521049, 'z': -1305.753418}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2159.803955, 'y': 136.22467, 'z': -1473.285645}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2176.173096, 'y': 145.809784, 'z': -1299.865479}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1908.373291, 'y': 100.943237, 'z': -1322.419189}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2180.545898, 'y': 27.0, 'z': -828.729614}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 5}
{'position': {'x': 2068.441406, 'y': 144.291229, 'z': -940.215698}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2125.217529, 'y': 135.89151, 'z': -1442.285645}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2336.574463, 'y': 111.47953, 'z': -977.084412}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1961.081421, 'y': 117.365334, 'z': -1156.883789}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2172.275391, 'y': 147.003387, 'z': -1297.688477}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1754.388672, 'y': 97.147888, 'z': -1232.647827}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1799.113403, 'y': 125.46637, 'z': -1168.055054}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1932.940796, 'y': 62.655926, 'z': -865.759521}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1222.333008, 'y': 134.395645, 'z': -1336.301147}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2053.716064, 'y': 167.032425, 'z': -1138.682617}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1200.263672, 'y': 137.273956, 'z': -1326.353027}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 2073.201904, 'y': 27.0, 'z': -787.936768}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 2032.478394, 'y': 151.893097, 'z': -990.661743}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1985.764893, 'y': 61.011906, 'z': -881.489624}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'suna_sabaku', 'area_no': 5}
{'position': {'x': 1866.525024, 'y': 91.663467, 'z': -1092.545898}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1840.889404, 'y': 59.425774, 'z': -899.162109}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1785.803833, 'y': 99.839378, 'z': -1262.619385}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1078.712524, 'y': 99.981689, 'z': -1382.268921}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2065.822998, 'y': 166.88031, 'z': -1151.526733}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1877.228271, 'y': 100.010368, 'z': -1257.603027}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1160.515381, 'y': 120.615532, 'z': -1487.54895}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1624.128418, 'y': 52.005127, 'z': -1043.925537}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 2131.434814, 'y': 124.711945, 'z': -1539.190063}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1463.88269, 'y': 27.0, 'z': -899.293091}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 2059.106445, 'y': 130.044861, 'z': -1253.927368}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1538.170776, 'y': 113.569237, 'z': -1256.263062}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1510.852539, 'y': 27.0, 'z': -897.341248}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 1118.552734, 'y': 150.677994, 'z': -1381.413086}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1216.603638, 'y': 125.504807, 'z': -1506.269165}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 1244.405029, 'y': 125.591377, 'z': -1537.044434}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 5}
{'position': {'x': 2085.093506, 'y': 136.416733, 'z': -1352.116943}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1874.679688, 'y': 71.695625, 'z': -984.411377}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1294.561035, 'y': 237.860382, 'z': -961.654663}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1724.942139, 'y': 101.823174, 'z': -1095.994751}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1381.675171, 'y': 137.612869, 'z': -1018.095032}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
