{'position': {'x': 4905.192871, 'y': 27.0, 'z': -2093.219727}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4357.308105, 'y': 27.0, 'z': -2470.760498}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4705.796875, 'y': 27.0, 'z': -1678.510742}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4629.166992, 'y': 27.0, 'z': -3144.732666}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4838.44873, 'y': 27.0, 'z': -1910.277222}, 'level_range': {'x': 21.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4710.208496, 'y': 27.0, 'z': -3001.991211}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4366.390137, 'y': 27.0, 'z': -2352.007813}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4768.718262, 'y': 27.0, 'z': -2809.437744}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4546.098145, 'y': 27.0, 'z': -1480.735229}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4650.619141, 'y': 27.0, 'z': -2306.273682}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4886.290527, 'y': 27.0, 'z': -2273.637695}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4730.492676, 'y': 27.0, 'z': -3004.724854}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4704.889648, 'y': 27.0, 'z': -3146.441406}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4367.768555, 'y': 27.765982, 'z': -2377.341553}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4432.441406, 'y': 27.0, 'z': -2770.592041}, 'level_range': {'x': 19.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4370.851563, 'y': 27.0, 'z': -2724.646973}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4732.938477, 'y': 27.0, 'z': -2972.218994}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4036.915283, 'y': 27.0, 'z': -1464.434692}, 'level_range': {'x': 14.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4144.066895, 'y': 27.0, 'z': -1469.407837}, 'level_range': {'x': 14.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4375.995117, 'y': 27.0, 'z': -2396.868896}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4465.249023, 'y': 27.0, 'z': -1889.687744}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4297.818359, 'y': 27.0, 'z': -2374.210693}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4795.479004, 'y': 27.0, 'z': -2811.614746}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4776.252441, 'y': 27.0, 'z': -2874.531982}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4808.337891, 'y': 27.0, 'z': -2576.611328}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4415.727539, 'y': 27.0, 'z': -2302.483887}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4917.507813, 'y': 27.0, 'z': -2354.190186}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4164.518555, 'y': 27.0, 'z': -1494.94104}, 'level_range': {'x': 14.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4766.218262, 'y': 27.0, 'z': -2956.649414}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4742.975098, 'y': 27.0, 'z': -1772.997681}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4656.429199, 'y': 27.0, 'z': -1661.524536}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4644.17334, 'y': 27.0, 'z': -1597.632813}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4326.483398, 'y': 27.0, 'z': -2380.518311}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4337.408691, 'y': 28.184345, 'z': -2404.776123}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4599.132324, 'y': 27.0, 'z': -1563.441528}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4792.445801, 'y': 27.0, 'z': -2784.125488}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4301.708496, 'y': 27.0, 'z': -2357.110107}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4533.147461, 'y': 27.0, 'z': -1491.786255}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4646.804199, 'y': 27.0, 'z': -3166.868164}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4520.160156, 'y': 27.0, 'z': -1970.061768}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4641.830566, 'y': 27.0, 'z': -1620.376465}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4741.82666, 'y': 27.0, 'z': -2942.139404}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4904.096191, 'y': 27.0, 'z': -2106.9646}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4355.255859, 'y': 27.0, 'z': -2453.692383}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4705.564453, 'y': 27.0, 'z': -2967.944824}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4916.776367, 'y': 27.0, 'z': -2263.797363}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4918.196777, 'y': 27.0, 'z': -2079.126465}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4792.746094, 'y': 27.0, 'z': -2738.128418}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4097.724609, 'y': 27.0, 'z': -1509.327515}, 'level_range': {'x': 14.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4298.991699, 'y': 27.0, 'z': -2431.087891}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4631.879395, 'y': 27.0, 'z': -1568.926392}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4405.975586, 'y': 27.0, 'z': -2389.63623}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4681.125, 'y': 27.0, 'z': -1674.960815}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4637.233398, 'y': 27.0, 'z': -1778.853027}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4386.956543, 'y': 27.0, 'z': -2358.6521}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4660.389648, 'y': 27.0, 'z': -1613.098877}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4658.375, 'y': 27.0, 'z': -2413.859375}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4870.951172, 'y': 27.0, 'z': -2280.979492}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4691.800781, 'y': 28.816866, 'z': -2250.197266}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4723.480469, 'y': 27.0, 'z': -1745.060181}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4815.241211, 'y': 27.0, 'z': -1814.987915}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4432.142578, 'y': 27.0, 'z': -2478.003906}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4914.118164, 'y': 27.0, 'z': -1953.414063}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4692.079102, 'y': 27.0, 'z': -3119.764893}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4387.879395, 'y': 27.0, 'z': -2406.228027}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4305.461914, 'y': 27.0, 'z': -2444.323975}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4501.425781, 'y': 27.0, 'z': -2530.224854}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4564.851563, 'y': 27.0, 'z': -2235.04248}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4325.44043, 'y': 27.0, 'z': -2352.996094}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4920.113281, 'y': 27.0, 'z': -2560.443359}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4538.630859, 'y': 27.0, 'z': -2027.705566}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4740.563477, 'y': 27.0, 'z': -1729.826538}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4588.272461, 'y': 27.0, 'z': -1571.648315}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4297.264648, 'y': 27.0, 'z': -2412.780762}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4805.007813, 'y': 27.0, 'z': -2634.051514}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4879.899414, 'y': 27.0, 'z': -1891.626953}, 'level_range': {'x': 21.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4708.017578, 'y': 27.0, 'z': -3032.414063}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4734.307129, 'y': 27.0, 'z': -2971.599365}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4851.351563, 'y': 27.0, 'z': -2599.347656}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4701.604004, 'y': 27.0, 'z': -2350.655273}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4805.912598, 'y': 27.0, 'z': -2648.706299}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4625.520508, 'y': 27.0, 'z': -1603.618896}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4589.492676, 'y': 27.0, 'z': -1610.664917}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4776.970215, 'y': 27.0, 'z': -2895.121094}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4900.654785, 'y': 27.0, 'z': -1894.704834}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4626.463379, 'y': 27.0, 'z': -3132.2229}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4642.443848, 'y': 27.0, 'z': -1606.940186}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4762.853027, 'y': 27.0, 'z': -2894.196045}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4860.958984, 'y': 27.0, 'z': -1875.990967}, 'level_range': {'x': 21.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4750.220215, 'y': 27.0, 'z': -2960.108154}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4883.095703, 'y': 27.0, 'z': -2296.13623}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4628.297363, 'y': 27.0, 'z': -1841.163086}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4359.542969, 'y': 27.0, 'z': -2647.137939}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4637.851563, 'y': 27.0, 'z': -1737.683594}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4848.75, 'y': 27.0, 'z': -2583.260254}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4634.535156, 'y': 27.0, 'z': -2037.276855}, 'level_range': {'x': 19.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4740.816406, 'y': 27.0, 'z': -2059.469238}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4333.327148, 'y': 27.0, 'z': -2365.571045}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4703.558105, 'y': 27.0, 'z': -2987.090332}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4329.589844, 'y': 27.0, 'z': -2386.795654}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4602.640625, 'y': 27.0, 'z': -1547.352661}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4177.788086, 'y': 27.0, 'z': -1493.036133}, 'level_range': {'x': 14.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4756.629395, 'y': 27.0, 'z': -2879.303711}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4654.3125, 'y': 27.0, 'z': -3151.41748}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4285.706055, 'y': 27.0, 'z': -2432.43042}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4401.933594, 'y': 27.0, 'z': -2442.580811}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4705.749512, 'y': 27.0, 'z': -3103.443604}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4884.196289, 'y': 27.0, 'z': -2314.863281}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4826.227051, 'y': 27.0, 'z': -2693.738281}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4775.956055, 'y': 27.0, 'z': -2873.668457}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4404.451172, 'y': 27.0, 'z': -2363.251465}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4393.974609, 'y': 27.0, 'z': -2314.606934}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4577.167969, 'y': 27.0, 'z': -1699.140381}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4711.002441, 'y': 27.0, 'z': -3062.428955}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4691.390137, 'y': 27.0, 'z': -3069.993652}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4645.088867, 'y': 27.0, 'z': -2930.112305}, 'level_range': {'x': 24.0, 'y': 35.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4853.329102, 'y': 27.0, 'z': -2590.774658}, 'level_range': {'x': 23.0, 'y': 34.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4830.488281, 'y': 27.0, 'z': -2363.022461}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4379.335449, 'y': 27.0, 'z': -2415.016846}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4666.993164, 'y': 27.0, 'z': -3184.071045}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4510.169922, 'y': 27.0, 'z': -1843.898315}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4797.323242, 'y': 27.0, 'z': -2436.406738}, 'level_range': {'x': 22.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4633.570801, 'y': 27.0, 'z': -3121.190186}, 'level_range': {'x': 25.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4696.725586, 'y': 27.0, 'z': -1712.297241}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4710.224609, 'y': 27.0, 'z': -1751.959717}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4500.022461, 'y': 27.0, 'z': -2675.748535}, 'level_range': {'x': 19.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4582.541016, 'y': 27.0, 'z': -2684.818604}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4551.98291, 'y': 27.0, 'z': -2105.771484}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4303.788086, 'y': 27.0, 'z': -2363.772217}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4801.869141, 'y': 27.0, 'z': -1814.975586}, 'level_range': {'x': 20.0, 'y': 31.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4570.290039, 'y': 27.0, 'z': -1596.369629}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4740.61377, 'y': 27.0, 'z': -1714.531006}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4675.964844, 'y': 27.0, 'z': -3114.792725}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4669.579102, 'y': 27.0, 'z': -2149.099609}, 'level_range': {'x': 19.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4082.850586, 'y': 27.0, 'z': -1488.685669}, 'level_range': {'x': 14.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4702.839844, 'y': 27.0, 'z': -1745.785034}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4341.944824, 'y': 27.0, 'z': -2363.293945}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4501.72998, 'y': 27.0, 'z': -1461.193237}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4321.125488, 'y': 27.0, 'z': -2397.590332}, 'level_range': {'x': 15.0, 'y': 26.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 26}
{'position': {'x': 4682.637207, 'y': 27.0, 'z': -1637.404053}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4697.871582, 'y': 27.0, 'z': -3195.780762}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4641.12793, 'y': 27.0, 'z': -1649.744263}, 'level_range': {'x': 16.0, 'y': 27.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4698.422852, 'y': 27.0, 'z': -1652.550415}, 'level_range': {'x': 17.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 3931.855713, 'y': 27.0, 'z': -1548.537231}, 'level_range': {'x': 14.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4776.783203, 'y': 27.0, 'z': -2908.050781}, 'level_range': {'x': 26.0, 'y': 36.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
{'position': {'x': 4156.699219, 'y': 27.0, 'z': -1599.947144}, 'level_range': {'x': 14.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 26}
