{'position': {'x': 1743.685059, 'y': 162.088745, 'z': -2946.650146}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2145.628906, 'y': 199.993896, 'z': -3074.188232}, 'level_range': {'x': 30.0, 'y': 33.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 12}
{'position': {'x': 1738.586548, 'y': 133.061417, 'z': -3232.454346}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2288.818604, 'y': 144.197861, 'z': -3638.528076}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1772.276245, 'y': 144.628784, 'z': -3306.674561}, 'level_range': {'x': 30.0, 'y': 33.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1666.931763, 'y': 182.909592, 'z': -2913.646484}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2073.071777, 'y': 156.962631, 'z': -3116.980713}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2042.085938, 'y': 146.713577, 'z': -3532.438477}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1745.119629, 'y': 97.309837, 'z': -3562.985596}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1840.469238, 'y': 162.424454, 'z': -2927.710205}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1799.807617, 'y': 202.89325, 'z': -2842.658203}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'yuki', 'area_no': 12}
{'position': {'x': 2378.904053, 'y': 260.002106, 'z': -3763.592285}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1871.934814, 'y': 151.99411, 'z': -3155.609619}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2025.570923, 'y': 152.75737, 'z': -3404.28125}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2068.682373, 'y': 158.243225, 'z': -3096.788086}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1889.880127, 'y': 161.853424, 'z': -2990.018799}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2160.517578, 'y': 146.456711, 'z': -3510.651367}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1472.515137, 'y': 100.012207, 'z': -3388.399658}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1578.924683, 'y': 160.788864, 'z': -3209.293457}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1871.911621, 'y': 238.502884, 'z': -2729.878662}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1691.338135, 'y': 154.717957, 'z': -3040.91333}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1984.198242, 'y': 227.500351, 'z': -2871.164307}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1960.721313, 'y': 151.314316, 'z': -3424.283203}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2104.068115, 'y': 153.042801, 'z': -3239.777832}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2022.984741, 'y': 200.891907, 'z': -2932.301514}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 2074.9375, 'y': 155.963654, 'z': -3133.382324}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2379.849121, 'y': 260.391876, 'z': -3812.255371}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2113.227783, 'y': 199.993896, 'z': -3101.907959}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1492.363647, 'y': 97.004341, 'z': -3437.540283}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1708.229858, 'y': 143.463943, 'z': -3276.318115}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2314.120117, 'y': 199.993896, 'z': -3353.237549}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2274.390869, 'y': 189.850464, 'z': -3322.536377}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2239.893066, 'y': 218.571732, 'z': -3959.569092}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1722.46521, 'y': 160.189514, 'z': -2973.540527}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1990.569092, 'y': 225.99646, 'z': -2913.003418}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2308.225098, 'y': 200.399536, 'z': -3389.030762}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 12}
{'position': {'x': 1705.667358, 'y': 105.838089, 'z': -3427.066162}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2057.955566, 'y': 153.042603, 'z': -3279.736572}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2207.79834, 'y': 199.993896, 'z': -3210.394531}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2073.558105, 'y': 150.877701, 'z': -3336.896729}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1916.453613, 'y': 231.976852, 'z': -2798.408936}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2192.851074, 'y': 140.191116, 'z': -3711.804688}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1718.668457, 'y': 106.610252, 'z': -3430.0271}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2122.483887, 'y': 199.689041, 'z': -3104.718018}, 'level_range': {'x': 30.0, 'y': 33.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1838.50415, 'y': 207.384308, 'z': -2786.595459}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2143.636475, 'y': 159.129929, 'z': -3246.005615}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1829.008057, 'y': 154.256241, 'z': -3085.604736}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1873.695313, 'y': 147.815414, 'z': -3439.718262}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1810.439331, 'y': 162.424454, 'z': -2919.337646}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1638.227051, 'y': 101.783318, 'z': -3434.066162}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2232.266602, 'y': 162.57518, 'z': -3420.457031}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1805.946899, 'y': 152.786072, 'z': -3108.43457}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2139.187012, 'y': 131.959747, 'z': -3799.561035}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1748.478638, 'y': 102.308289, 'z': -3535.701416}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2204.729492, 'y': 141.805115, 'z': -3715.394531}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2037.364258, 'y': 199.762115, 'z': -2964.308105}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1730.107544, 'y': 144.298645, 'z': -3374.634033}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1760.368042, 'y': 207.212769, 'z': -2833.356689}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1785.539917, 'y': 141.189133, 'z': -3193.495361}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1940.557617, 'y': 152.963425, 'z': -3265.382324}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1527.311401, 'y': 131.0224, 'z': -3369.590088}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1953.903198, 'y': 153.850571, 'z': -3370.984131}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2219.339844, 'y': 177.886353, 'z': -3275.539551}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2227.181641, 'y': 161.619766, 'z': -3389.552246}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2026.253296, 'y': 151.921234, 'z': -3364.074463}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2260.977295, 'y': 185.051468, 'z': -3290.96875}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2112.137695, 'y': 146.303833, 'z': -3481.979736}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1889.063721, 'y': 143.135239, 'z': -3281.256104}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1842.932617, 'y': 145.638092, 'z': -3452.568604}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2288.891602, 'y': 186.289536, 'z': -3827.031006}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1866.425293, 'y': 147.207031, 'z': -3427.165039}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2093.113525, 'y': 150.145035, 'z': -3403.175781}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1836.029419, 'y': 145.888016, 'z': -3405.166748}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1670.401733, 'y': 150.471558, 'z': -3102.226074}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1842.809937, 'y': 145.849533, 'z': -3406.965576}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2079.319824, 'y': 138.893982, 'z': -3503.649902}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1828.849976, 'y': 144.154099, 'z': -3226.002197}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2268.226318, 'y': 211.820328, 'z': -3934.0}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1521.443115, 'y': 102.669373, 'z': -3339.012939}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2221.50708, 'y': 146.051605, 'z': -3555.91748}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1812.071655, 'y': 144.390335, 'z': -3483.424805}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1944.614014, 'y': 155.908646, 'z': -3340.051025}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2044.747192, 'y': 150.369293, 'z': -3467.614746}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1892.15979, 'y': 235.417419, 'z': -2770.130859}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1993.730957, 'y': 226.541641, 'z': -2885.30835}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1980.282959, 'y': 171.353256, 'z': -3049.30542}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2138.787354, 'y': 158.667206, 'z': -3249.058594}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2032.85498, 'y': 152.84729, 'z': -3318.438477}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1923.815552, 'y': 152.871078, 'z': -3231.635742}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2197.423096, 'y': 141.901443, 'z': -3616.539307}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2304.660889, 'y': 161.021194, 'z': -3446.028809}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2272.04834, 'y': 191.518875, 'z': -3345.608643}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2065.592773, 'y': 151.199448, 'z': -3400.69873}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1976.396729, 'y': 154.82933, 'z': -3391.945557}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2068.812012, 'y': 138.786041, 'z': -3543.026367}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2277.295166, 'y': 191.572693, 'z': -3335.653809}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1964.367554, 'y': 152.963425, 'z': -3119.068848}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2128.568115, 'y': 198.43425, 'z': -3058.90625}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 2201.974365, 'y': 165.489685, 'z': -3771.122803}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2021.814209, 'y': 140.07518, 'z': -3594.080322}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 2068.397217, 'y': 79.142143, 'z': -3788.759521}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2155.87085, 'y': 150.211075, 'z': -3352.832275}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2213.868896, 'y': 199.993896, 'z': -3188.166016}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2001.038696, 'y': 152.518143, 'z': -3380.036865}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1766.501465, 'y': 152.146851, 'z': -3041.650635}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2097.832031, 'y': 138.614502, 'z': -3435.668213}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1809.854004, 'y': 151.61673, 'z': -3116.710205}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1587.144531, 'y': 161.282715, 'z': -3165.13501}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2167.121338, 'y': 164.951965, 'z': -3259.495117}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1679.045654, 'y': 127.724945, 'z': -3179.257813}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2294.566895, 'y': 200.024414, 'z': -3217.139893}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1748.194946, 'y': 186.023651, 'z': -2857.941895}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2227.133789, 'y': 179.116302, 'z': -3279.520752}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1847.896362, 'y': 238.906174, 'z': -2721.927246}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1950.492188, 'y': 153.900726, 'z': -3065.750244}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1886.62854, 'y': 161.778778, 'z': -2986.390869}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1766.116943, 'y': 139.992889, 'z': -3254.355469}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1855.256104, 'y': 161.112137, 'z': -3016.796631}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1734.837036, 'y': 104.915436, 'z': -3461.509033}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2230.861816, 'y': 143.172699, 'z': -3687.691406}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1856.925293, 'y': 143.330444, 'z': -3254.37793}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2097.832275, 'y': 139.347519, 'z': -3543.04126}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1719.978882, 'y': 140.685303, 'z': -3269.491943}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1739.022949, 'y': 181.148773, 'z': -2895.362305}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1854.413574, 'y': 158.993866, 'z': -3038.712158}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2144.053711, 'y': 148.165039, 'z': -3449.045166}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1971.684204, 'y': 153.420944, 'z': -3362.364502}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2279.625488, 'y': 143.930267, 'z': -3656.907715}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1792.432739, 'y': 160.30188, 'z': -2963.383057}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2021.717041, 'y': 147.595032, 'z': -3502.819824}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2095.343262, 'y': 139.09465, 'z': -3464.685547}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2323.000732, 'y': 200.024414, 'z': -3355.108154}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2300.20874, 'y': 161.228928, 'z': -3465.299561}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2185.074219, 'y': 141.78215, 'z': -3593.69751}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1999.082397, 'y': 153.78743, 'z': -3402.255859}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1952.351929, 'y': 107.105431, 'z': -3527.50415}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1963.462158, 'y': 240.021591, 'z': -2799.496094}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2111.614746, 'y': 140.13298, 'z': -3562.284668}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1786.957275, 'y': 140.736633, 'z': -3153.486084}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'tsuchi', 'area_no': 12}
{'position': {'x': 2170.144043, 'y': 168.638214, 'z': -3287.0}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2345.480469, 'y': 200.085464, 'z': -3333.917236}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1751.562012, 'y': 159.536835, 'z': -2970.159424}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2189.300537, 'y': 149.506287, 'z': -3398.831055}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1762.968506, 'y': 138.214005, 'z': -3153.718994}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 12}
{'position': {'x': 2267.802734, 'y': 181.83075, 'z': -3807.708252}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2005.491821, 'y': 153.044266, 'z': -3136.318604}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2236.794922, 'y': 180.762634, 'z': -3298.702637}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2303.070068, 'y': 197.597534, 'z': -3338.464111}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1799.070557, 'y': 157.419937, 'z': -3025.630615}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
